mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2019-12-19 20:48:26.059140096,60.0878,-139.4344,672.0,9.0,-596.0,8.8,-311.0,8.6,189,S,2B,3413
2020-06-21 20:48:32.559140096,60.0878,-139.4344,1192.0,32.0,-1064.0,33.2,-539.0,27.0,49,S,2A,3413
2018-08-14 20:56:23.059140096,60.0878,-139.4344,647.0,5.0,-557.0,5.2,-330.0,2.7,340,S,2B,3413
2018-01-13 20:43:43.559140096,60.0878,-139.4344,523.0,17.0,-457.0,18.8,-255.0,8.9,139,S,2B,3413
2018-09-20 20:43:29.059140096,60.0878,-139.4344,284.0,37.0,-262.0,38.1,-109.0,27.0,20,S,2B,3413
2019-07-25 15:48:42.613370880,60.0878,-139.4344,389.0,53.0,-383.0,52.4,-70.0,59.5,12,S,1A,3413
2018-06-22 20:47:40.059140096,60.0878,-139.4344,596.0,3.0,-500.0,2.8,-324.0,2.4,450,S,2A,3413
2018-12-12 20:57:25.559140352,60.0878,-139.4344,454.0,12.0,-402.0,12.0,-210.0,11.5,130,S,2A,3413
2018-06-18 15:48:34.307480320,60.0878,-139.4344,1035.0,49.0,-904.0,43.8,-503.0,64.4,24,S,1A,3413
2017-10-30 20:40:59.059140096,60.0878,-139.4344,560.0,6.0,-480.0,6.9,-288.0,4.5,300,S,2A,3413
2018-09-28 15:48:39.541768960,60.0878,-139.4344,277.0,31.0,-262.0,29.0,-89.0,43.4,36,S,1A,3413
