PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, AC12
Station name, ChernaburaAK2008
Begin Date, 2008-05-06
End Date, 2023-09-04
Release Date, 2023-10-05
Source file, AC12.cwu.nam14.pos
Offset from source file, 47.87 mm North, -40.07 mm East, -1.22 mm Vertical
Reference position, 54.8309633807 North Latitude, -159.5895623482 East Longitude, 84.40912 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-09-08,86.60, -70.91, -8.62, 2.18, 1.47, 6.93, repro,
2017-09-09,87.57, -69.64, -11.69, 2.15, 1.45, 6.91, repro,
2017-09-10,88.00, -71.02, -5.44, 2.16, 1.45, 6.92, repro,
2017-09-11,86.32, -70.57, -11.64, 2.14, 1.43, 6.82, repro,
2017-09-12,88.93, -68.69, -15.82, 2.18, 1.44, 6.95, repro,
2017-09-13,86.34, -70.34, -3.89, 2.19, 1.46, 7.01, repro,
2017-09-14,84.52, -70.59, -9.82, 2.25, 1.47, 7.14, repro,
2017-09-15,85.72, -70.82, -12.28, 2.25, 1.5, 7.19, repro,
2017-09-16,88.65, -72.16, -11.25, 2.15, 1.44, 6.89, repro,
2017-09-17,86.24, -71.08, -0.85, 2.21, 1.51, 7.18, repro,
2017-09-18,88.49, -70.76, -13.28, 2.15, 1.44, 6.89, repro,
2017-09-19,89.09, -69.38, -8.94, 2.17, 1.45, 6.93, repro,
2017-09-20,89.34, -71.15, -16.29, 2.26, 1.53, 7.23, repro,
2017-09-21,83.96, -72.06, -5.06, 2.18, 1.45, 7, repro,
2017-09-22,86.15, -70.07, -12.98, 2.14, 1.43, 6.88, repro,
2017-09-23,86.81, -71.20, -10.47, 2.13, 1.44, 6.88, repro,
2017-09-24,88.05, -69.73, -8.77, 2.13, 1.43, 6.88, repro,
2017-09-25,87.51, -72.16, -11.00, 2.14, 1.44, 6.9, repro,
2017-09-26,87.20, -72.25, -7.67, 2.15, 1.44, 6.92, repro,
2017-09-27,87.38, -71.74, -8.01, 2.15, 1.43, 6.91, repro,
2017-09-28,89.01, -72.33, -4.43, 2.15, 1.45, 7.02, repro,
2017-09-29,89.13, -72.00, -9.44, 2.14, 1.43, 6.85, repro,
2017-09-30,86.04, -70.81, -15.17, 2.97, 1.93, 9.2, repro,
2017-10-03,86.24, -72.37, -4.92, 3.29, 2.26, 11.14, repro,
2017-10-04,86.52, -72.01, -8.39, 2.17, 1.47, 6.98, repro,
2017-10-05,86.70, -75.12, -2.48, 2.16, 1.45, 6.99, repro,
2017-10-06,90.60, -73.87, -6.70, 2.15, 1.44, 6.89, repro,
2017-10-07,88.07, -71.62, -6.30, 2.15, 1.44, 6.9, repro,
2017-10-08,87.83, -72.71, -6.48, 2.14, 1.44, 6.89, repro,
2017-10-09,85.69, -72.74, -8.05, 2.13, 1.43, 6.84, repro,
2017-10-10,86.44, -71.39, -7.82, 2.15, 1.44, 6.91, repro,
2017-10-11,86.10, -71.22, -15.58, 2.14, 1.43, 6.88, repro,
2017-10-12,87.42, -70.14, -11.23, 2.16, 1.43, 6.91, repro,
2017-10-13,86.84, -69.50, -9.84, 2.15, 1.43, 6.91, repro,
2017-10-14,86.57, -72.48, -12.35, 2.14, 1.44, 6.91, repro,
2017-10-15,87.35, -71.13, -5.98, 2.15, 1.43, 6.91, repro,
2017-10-16,86.91, -71.21, -5.81, 2.13, 1.43, 6.83, repro,
2017-10-17,87.35, -72.45, -10.04, 2.14, 1.43, 6.89, repro,
2017-10-18,87.92, -72.45, -1.74, 2.15, 1.44, 6.97, repro,
2017-10-19,88.48, -73.34, -3.61, 2.2, 1.46, 6.96, repro,
2017-10-20,87.77, -71.94, 1.47, 2.21, 1.46, 6.98, repro,
2017-10-21,88.99, -71.75, -3.59, 2.13, 1.42, 6.85, repro,
2017-10-22,88.22, -72.91, -2.16, 2.18, 1.47, 6.96, repro,
2017-10-23,86.95, -72.23, -0.76, 2.18, 1.47, 7, repro,
2017-10-24,86.85, -72.50, -8.82, 2.15, 1.44, 6.94, repro,
2017-10-25,89.15, -69.47, -3.08, 2.15, 1.43, 6.89, repro,
2017-10-26,86.28, -71.16, -10.13, 2.13, 1.43, 6.84, repro,
2017-10-27,86.66, -72.23, -10.40, 2.16, 1.48, 7, repro,
2017-10-28,86.87, -72.85, -8.62, 2.15, 1.43, 6.91, repro,
2017-10-29,88.58, -71.95, -16.41, 2.16, 1.45, 6.99, repro,
2017-10-30,88.93, -72.50, -5.47, 2.17, 1.44, 7.01, repro,
2017-10-31,88.11, -71.25, -11.05, 2.14, 1.42, 6.85, repro,
2017-11-01,87.18, -72.39, -16.39, 2.13, 1.42, 6.85, repro,
2017-11-02,88.59, -73.34, -15.33, 2.17, 1.46, 7.09, repro,
2017-11-03,87.38, -73.48, -11.36, 2.17, 1.44, 6.98, repro,
2017-11-04,88.05, -72.36, -8.65, 2.17, 1.45, 7.01, repro,
2017-11-05,89.63, -73.37, -10.42, 2.29, 1.5, 7.22, repro,
2017-11-06,89.46, -73.83, -12.19, 2.14, 1.42, 6.84, repro,
2017-11-07,87.89, -74.05, -8.06, 2.14, 1.44, 6.94, repro,
2017-11-08,88.13, -72.66, -6.36, 2.14, 1.43, 6.91, repro,
2017-11-09,89.09, -73.39, -0.09, 2.21, 1.48, 7.11, repro,
2017-11-10,88.67, -75.77, -1.19, 2.2, 1.46, 6.98, repro,
2017-11-11,88.60, -73.34, -6.59, 2.2, 1.45, 7.02, repro,
2017-11-12,89.04, -73.01, -10.51, 2.16, 1.43, 6.93, repro,
2017-11-13,87.89, -75.02, -10.31, 2.16, 1.44, 6.94, repro,
2017-11-14,89.49, -73.28, -7.63, 2.16, 1.44, 6.96, repro,
2017-11-15,88.26, -74.23, -9.30, 2.17, 1.44, 6.97, repro,
2017-11-16,89.64, -75.93, -6.93, 2.26, 1.47, 7.16, repro,
2017-11-17,87.82, -73.69, 4.78, 2.15, 1.45, 6.92, repro,
2017-11-18,88.59, -72.71, -0.82, 2.14, 1.44, 6.96, repro,
2017-11-19,88.51, -73.08, -5.08, 2.16, 1.45, 7.02, repro,
2017-11-20,87.92, -72.77, -0.12, 2.15, 1.45, 6.91, repro,
2017-11-21,89.65, -74.51, 0.40, 2.14, 1.44, 6.93, repro,
2017-11-22,87.11, -72.95, -10.15, 2.14, 1.44, 6.93, repro,
2017-11-23,90.06, -75.87, -8.64, 2.14, 1.43, 6.91, repro,
2017-11-24,89.71, -75.23, -10.90, 2.15, 1.44, 6.93, repro,
2017-11-25,86.35, -74.10, -7.73, 2.16, 1.44, 6.97, repro,
2017-11-26,88.06, -73.21, -12.62, 2.14, 1.43, 6.87, repro,
2017-11-27,87.31, -72.81, 4.39, 2.13, 1.42, 6.86, repro,
2017-11-28,87.91, -74.63, -6.93, 2.14, 1.44, 6.92, repro,
2017-11-29,87.58, -72.06, -2.91, 2.18, 1.46, 7.14, repro,
2017-11-30,88.79, -73.36, -0.50, 2.16, 1.46, 7.08, repro,
2017-12-01,88.98, -73.32, -5.05, 2.14, 1.43, 6.89, repro,
2017-12-02,88.17, -72.45, 0.99, 2.13, 1.42, 6.82, repro,
2017-12-03,87.61, -74.57, -3.56, 2.14, 1.43, 6.9, repro,
2017-12-04,87.52, -73.59, -4.07, 2.15, 1.44, 6.94, repro,
2017-12-05,87.61, -73.64, -4.33, 2.16, 1.44, 6.94, repro,
2017-12-06,88.96, -74.58, -10.08, 2.14, 1.43, 6.85, repro,
2017-12-07,89.57, -75.52, -11.89, 2.12, 1.43, 6.85, repro,
2017-12-08,88.23, -74.09, -8.52, 2.13, 1.42, 6.85, repro,
2017-12-09,88.62, -74.55, -10.06, 2.15, 1.44, 6.99, repro,
2017-12-10,88.79, -74.04, -13.91, 2.18, 1.45, 7.05, repro,
2017-12-11,88.13, -74.11, -13.98, 2.18, 1.46, 7.07, repro,
2017-12-12,89.16, -74.71, -14.73, 2.12, 1.42, 6.82, repro,
2017-12-13,86.32, -74.31, -14.41, 2.13, 1.43, 6.88, repro,
2017-12-14,88.32, -73.58, -13.06, 2.2, 1.45, 7.08, repro,
2017-12-15,89.62, -73.65, -11.44, 2.15, 1.45, 6.99, repro,
2017-12-16,89.29, -74.20, -10.16, 2.16, 1.45, 6.97, repro,
2017-12-17,89.79, -74.70, 0.26, 2.14, 1.42, 6.87, repro,
2017-12-18,90.10, -73.90, -7.21, 2.13, 1.42, 6.86, repro,
2017-12-19,90.15, -74.39, -11.35, 2.19, 1.47, 7.07, repro,
2017-12-20,88.04, -73.67, -14.53, 2.15, 1.44, 6.97, repro,
2017-12-21,87.56, -75.18, -14.95, 2.16, 1.44, 6.97, repro,
2017-12-22,86.99, -75.09, -13.69, 2.14, 1.43, 6.88, repro,
2017-12-23,86.39, -73.82, -16.92, 2.15, 1.43, 6.93, repro,
2017-12-24,88.56, -74.28, -14.10, 2.15, 1.43, 6.92, repro,
2017-12-25,90.04, -74.60, -17.02, 2.14, 1.43, 6.93, repro,
2017-12-26,90.67, -74.77, -16.14, 2.17, 1.44, 7.02, repro,
2017-12-27,89.83, -75.62, -21.81, 2.17, 1.44, 6.97, repro,
2017-12-28,90.13, -74.87, -8.95, 2.13, 1.43, 6.89, repro,
2017-12-29,88.98, -74.01, -8.50, 2.14, 1.43, 6.91, repro,
2017-12-30,86.59, -75.01, -13.63, 2.14, 1.44, 6.9, repro,
2017-12-31,88.15, -73.81, -5.27, 2.16, 1.44, 6.94, repro,
2018-01-01,87.35, -74.28, -7.27, 2.16, 1.44, 6.97, repro,
2018-01-02,87.57, -73.86, -5.98, 2.14, 1.44, 6.9, repro,
2018-01-03,87.59, -72.08, -7.37, 2.14, 1.43, 6.92, repro,
2018-01-04,89.21, -75.36, -13.90, 2.14, 1.44, 6.94, repro,
2018-01-05,86.66, -74.03, -18.60, 2.15, 1.44, 6.91, repro,
2018-01-06,87.81, -72.42, -8.28, 2.16, 1.45, 6.94, repro,
2018-01-07,88.35, -73.85, -8.45, 2.15, 1.44, 6.89, repro,
2018-01-08,88.39, -72.99, -6.50, 2.15, 1.43, 6.89, repro,
2018-01-09,86.84, -73.96, -16.44, 2.16, 1.44, 6.9, repro,
2018-01-10,86.82, -74.44, -9.76, 2.15, 1.44, 6.9, repro,
2018-01-11,87.71, -75.10, -11.21, 2.14, 1.43, 6.92, repro,
2018-01-12,86.57, -75.47, -9.98, 2.13, 1.43, 6.86, repro,
2018-01-13,88.02, -75.40, -7.79, 2.14, 1.43, 6.9, repro,
2018-01-14,86.56, -73.20, -10.58, 2.16, 1.45, 6.91, repro,
2018-01-15,84.65, -75.15, -9.16, 2.16, 1.44, 6.92, repro,
2018-01-16,87.82, -74.56, -14.31, 2.16, 1.44, 6.89, repro,
2018-01-17,88.95, -74.59, -11.91, 2.14, 1.44, 6.85, repro,
2018-01-18,88.37, -73.58, -6.96, 2.15, 1.43, 6.86, repro,
2018-01-19,88.72, -73.82, -14.87, 2.15, 1.45, 6.9, repro,
2018-01-20,88.68, -74.44, -11.45, 2.17, 1.44, 6.94, repro,
2018-01-21,90.47, -76.13, -10.42, 2.16, 1.44, 6.95, repro,
2018-01-22,90.17, -74.59, -12.18, 2.15, 1.44, 6.89, repro,
2018-01-23,88.37, -74.84, -9.42, 2.2, 1.47, 6.97, repro,
2018-01-24,90.81, -75.41, -15.70, 2.2, 1.45, 7, repro,
2018-01-25,93.10, -76.54, -14.48, 2.2, 1.47, 7.03, repro,
2018-01-26,90.65, -75.78, -9.42, 2.19, 1.46, 7, repro,
2018-01-27,90.40, -76.00, -11.44, 2.2, 1.47, 7.04, repro,
2018-01-28,90.71, -75.99, -18.05, 2.19, 1.46, 6.99, repro,
2018-01-29,90.48, -76.51, -19.09, 2.2, 1.45, 6.99, repro,
2018-01-30,90.30, -74.34, -15.88, 2.21, 1.47, 7.07, repro,
2018-01-31,90.48, -75.41, -19.88, 2.21, 1.47, 7.05, repro,
2018-02-01,90.30, -75.49, -16.69, 2.2, 1.48, 7.07, repro,
2018-02-02,91.42, -76.22, -19.29, 2.2, 1.47, 7.05, repro,
2018-02-03,88.63, -76.14, -24.84, 2.21, 1.47, 7, repro,
2018-02-04,89.09, -75.53, -21.13, 2.35, 1.53, 7.25, repro,
2018-02-05,89.04, -75.50, -15.79, 2.28, 1.51, 7.19, repro,
2018-02-06,91.40, -74.75, -17.20, 2.33, 1.67, 7.9, repro,
2018-02-07,90.72, -75.19, -21.63, 2.19, 1.47, 6.99, repro,
2018-02-08,90.10, -77.81, -17.04, 2.23, 1.5, 7.19, repro,
2018-02-09,90.43, -76.06, -11.79, 2.2, 1.47, 7.02, repro,
2018-02-10,90.64, -75.98, -13.01, 2.2, 1.46, 7.05, repro,
2018-02-11,90.77, -74.29, -16.28, 2.19, 1.48, 7.09, repro,
2018-02-12,91.70, -74.59, -10.78, 2.21, 1.47, 7.06, repro,
2018-02-13,91.38, -76.49, -7.91, 2.24, 1.49, 7.19, repro,
2018-02-14,91.76, -76.68, -8.73, 2.25, 1.49, 7.21, repro,
2018-02-15,90.49, -75.81, -17.05, 2.21, 1.46, 7.05, repro,
2018-02-16,91.97, -75.97, -10.12, 2.19, 1.46, 7.04, repro,
2018-02-17,90.71, -75.94, -15.21, 2.19, 1.47, 7.04, repro,
2018-02-18,90.00, -74.08, -15.72, 2.32, 1.53, 7.33, repro,
2018-02-19,90.56, -75.75, -15.30, 2.21, 1.47, 7.01, repro,
2018-02-20,91.33, -77.20, -15.01, 2.21, 1.46, 7.04, repro,
2018-02-21,87.67, -78.07, -9.33, 2.22, 1.47, 7.1, repro,
2018-02-22,91.42, -77.53, -11.42, 2.21, 1.48, 7.12, repro,
2018-02-23,91.07, -76.82, -10.13, 2.29, 1.54, 7.41, repro,
2018-02-24,91.75, -77.79, -9.11, 2.22, 1.5, 7.27, repro,
2018-02-25,90.66, -76.81, -0.73, 2.2, 1.46, 7.04, repro,
2018-02-26,91.51, -77.81, -4.16, 2.19, 1.46, 6.99, repro,
2018-02-27,91.93, -76.19, -3.27, 2.19, 1.47, 7.05, repro,
2018-02-28,92.46, -76.69, -5.20, 2.19, 1.48, 7.08, repro,
2018-03-01,90.99, -76.01, -15.65, 2.25, 1.48, 7.09, repro,
2018-03-02,91.95, -77.15, -20.55, 2.26, 1.48, 7.13, repro,
2018-03-03,91.51, -76.96, -22.00, 2.19, 1.47, 7.01, repro,
2018-03-04,91.30, -76.24, -9.76, 2.2, 1.47, 7.03, repro,
2018-03-05,92.14, -76.28, -16.21, 2.19, 1.48, 7.07, repro,
2018-03-06,91.70, -75.64, -11.49, 2.18, 1.48, 7.05, repro,
2018-03-07,91.96, -76.29, -3.14, 2.19, 1.47, 7.03, repro,
2018-03-08,90.59, -75.04, -0.92, 2.24, 1.52, 7.19, repro,
2018-03-09,90.96, -77.51, 3.19, 2.23, 1.51, 7.16, repro,
2018-03-10,91.30, -77.88, -3.29, 2.19, 1.47, 7.06, repro,
2018-03-11,91.76, -77.97, -4.63, 2.2, 1.48, 7.09, repro,
2018-03-12,89.36, -76.44, -4.37, 2.19, 1.47, 7.04, repro,
2018-03-13,90.58, -77.45, -6.57, 2.21, 1.47, 7.07, repro,
2018-03-14,89.72, -77.86, -6.41, 2.19, 1.47, 7.02, repro,
2018-03-15,89.17, -76.48, -10.16, 2.22, 1.49, 7.31, repro,
2018-03-16,93.71, -75.57, -11.50, 2.19, 1.47, 7.05, repro,
2018-03-17,90.16, -76.04, -8.48, 2.2, 1.47, 7.07, repro,
2018-03-18,90.73, -75.30, -7.06, 2.21, 1.48, 7.12, repro,
2018-03-19,90.16, -76.70, -9.48, 2.2, 1.47, 7.03, repro,
2018-03-20,94.52, -76.93, -12.56, 2.19, 1.46, 7, repro,
2018-03-21,93.35, -77.49, -14.24, 2.17, 1.45, 6.9, repro,
2018-03-22,92.54, -78.11, -10.04, 2.16, 1.45, 6.91, repro,
2018-03-23,91.69, -77.49, -9.93, 2.16, 1.45, 6.89, repro,
2018-03-24,91.68, -77.99, -8.57, 2.17, 1.46, 6.93, repro,
2018-03-25,91.15, -77.19, -5.78, 2.14, 1.44, 6.83, repro,
2018-03-26,91.00, -75.98, -5.83, 2.18, 1.46, 6.94, repro,
2018-03-27,93.04, -75.16, -12.50, 2.22, 1.48, 7.05, repro,
2018-03-28,93.68, -77.11, -16.15, 2.17, 1.46, 6.92, repro,
2018-03-29,92.68, -76.88, -22.44, 2.17, 1.46, 6.93, repro,
2018-03-30,93.17, -77.31, -17.73, 2.16, 1.45, 6.88, repro,
2018-03-31,93.91, -76.92, -15.53, 2.15, 1.45, 6.88, repro,
2018-04-01,93.96, -75.49, -11.75, 2.18, 1.45, 6.93, repro,
2018-04-02,92.64, -78.25, -17.10, 2.15, 1.45, 6.91, repro,
2018-04-03,92.41, -77.73, -13.23, 2.14, 1.45, 6.89, repro,
2018-04-04,91.02, -76.70, -10.81, 2.14, 1.44, 6.87, repro,
2018-04-05,92.25, -77.79, -6.67, 2.22, 1.47, 7.03, repro,
2018-04-06,92.69, -77.28, -12.48, 2.21, 1.47, 7.03, repro,
2018-04-07,92.56, -77.38, -7.17, 2.16, 1.45, 6.93, repro,
2018-04-08,91.74, -77.16, -5.90, 2.16, 1.46, 6.93, repro,
2018-04-09,92.47, -76.57, -12.76, 2.15, 1.45, 6.91, repro,
2018-04-10,92.02, -76.78, -9.68, 2.15, 1.45, 6.91, repro,
2018-04-11,92.31, -76.18, -7.69, 2.15, 1.45, 6.88, repro,
2018-04-12,92.44, -76.54, -6.48, 2.18, 1.5, 7.18, repro,
2018-04-13,94.00, -76.58, -10.55, 2.4, 1.7, 8.36, repro,
2018-04-14,93.04, -77.45, -13.82, 2.16, 1.46, 6.96, repro,
2018-04-15,91.08, -78.17, -12.05, 2.17, 1.46, 6.91, repro,
2018-04-16,93.35, -77.16, -14.49, 2.15, 1.46, 6.9, repro,
2018-04-17,90.79, -76.62, -14.30, 2.25, 1.53, 7.22, repro,
2018-04-18,94.42, -75.71, -11.89, 2.19, 1.5, 7.05, repro,
2018-04-19,92.05, -77.59, -10.37, 2.15, 1.46, 6.89, repro,
2018-04-20,93.43, -76.97, -10.96, 2.16, 1.46, 6.93, repro,
2018-04-21,92.89, -77.03, -9.73, 2.14, 1.46, 6.9, repro,
2018-04-22,91.08, -76.85, -11.68, 2.16, 1.46, 6.87, repro,
2018-04-23,92.08, -76.05, -16.86, 2.16, 1.46, 6.91, repro,
2018-04-24,92.95, -75.48, -19.37, 2.16, 1.46, 6.93, repro,
2018-04-25,93.79, -75.61, -14.04, 2.16, 1.46, 6.93, repro,
2018-04-26,92.37, -75.38, -19.47, 2.16, 1.46, 6.94, repro,
2018-04-27,92.57, -75.83, -10.11, 2.56, 1.73, 8.51, repro,
2018-04-28,93.98, -75.70, -18.18, 2.14, 1.45, 6.86, repro,
2018-04-29,92.80, -75.43, -11.69, 2.18, 1.48, 6.96, repro,
2018-04-30,92.81, -75.54, -9.36, 2.18, 1.49, 7.03, repro,
2018-05-01,92.99, -75.62, -6.40, 2.2, 1.48, 7.03, repro,
2018-05-02,90.55, -76.95, -2.01, 2.16, 1.46, 6.95, repro,
2018-05-03,91.56, -75.87, -10.17, 2.18, 1.49, 7.04, repro,
2018-05-04,92.25, -76.87, -7.11, 2.2, 1.48, 7.04, repro,
2018-05-05,91.87, -76.68, -8.65, 2.17, 1.47, 6.95, repro,
2018-05-06,92.39, -76.09, -13.84, 2.15, 1.46, 6.88, repro,
2018-05-07,90.36, -77.64, -14.91, 2.22, 1.49, 7.11, repro,
2018-05-08,89.42, -77.13, -16.87, 2.14, 1.46, 6.89, repro,
2018-05-09,93.03, -77.15, -14.15, 2.15, 1.46, 6.89, repro,
2018-05-10,93.09, -76.65, -8.62, 2.17, 1.46, 6.94, repro,
2018-05-11,93.72, -75.15, -15.59, 2.14, 1.46, 6.91, repro,
2018-05-12,93.18, -76.95, -15.33, 2.15, 1.45, 6.93, repro,
2018-05-13,93.24, -77.18, -13.71, 2.2, 1.49, 7.02, repro,
2018-05-14,93.92, -77.28, -11.86, 2.15, 1.46, 6.91, repro,
2018-05-15,94.80, -77.62, -11.37, 2.15, 1.45, 6.88, repro,
2018-05-16,93.63, -77.26, -15.25, 2.16, 1.46, 6.92, repro,
2018-05-17,94.63, -76.32, -17.72, 2.15, 1.46, 6.89, repro,
2018-05-18,91.86, -77.44, -21.37, 2.21, 1.49, 7.01, repro,
2018-05-19,94.91, -78.22, -14.71, 2.14, 1.45, 6.87, repro,
2018-05-20,93.97, -77.31, -11.73, 2.17, 1.47, 6.9, repro,
2018-05-21,94.49, -78.20, -12.82, 2.17, 1.47, 6.95, repro,
2018-05-22,94.90, -78.71, -15.90, 2.15, 1.46, 6.9, repro,
2018-05-23,94.90, -77.83, -12.05, 2.16, 1.46, 6.94, repro,
2018-05-24,94.20, -76.97, -17.48, 2.15, 1.46, 6.93, repro,
2018-05-25,94.20, -78.11, -19.28, 2.15, 1.45, 6.89, repro,
2018-05-26,96.54, -78.73, -14.39, 2.17, 1.46, 6.93, repro,
2018-05-27,96.86, -77.47, -8.44, 2.17, 1.46, 6.91, repro,
2018-05-28,94.56, -77.57, -18.59, 2.16, 1.46, 6.92, repro,
2018-05-29,92.97, -78.06, -10.07, 2.25, 1.52, 7.4, repro,
2018-05-30,94.50, -77.34, -13.12, 2.22, 1.48, 7.03, repro,
2018-05-31,94.87, -76.84, -19.12, 2.15, 1.45, 6.91, repro,
2018-06-01,94.62, -77.37, -19.32, 2.15, 1.46, 6.92, repro,
2018-06-02,94.14, -78.16, -22.62, 2.16, 1.46, 6.94, repro,
2018-06-03,94.35, -77.60, -13.86, 2.16, 1.48, 6.96, supp6,
2018-06-04,95.04, -77.54, -16.31, 2.18, 1.43, 6.87, supp6,
2018-06-05,94.56, -77.44, -20.48, 2.11, 1.49, 6.94, supp6,
2018-06-06,95.50, -77.19, -15.54, 2.14, 1.46, 6.94, supp6,
2018-06-07,94.26, -78.23, -13.32, 2.15, 1.45, 6.92, supp6,
2018-06-08,95.79, -77.17, -18.85, 2.18, 1.45, 6.92, supp6,
2018-06-09,96.38, -78.66, -22.43, 2.14, 1.47, 6.92, supp6,
2018-06-10,95.35, -76.88, -10.22, 2.14, 1.47, 6.95, supp6,
2018-06-11,95.36, -77.90, -18.38, 2.21, 1.4, 6.85, supp6,
2018-06-12,95.55, -76.38, -18.91, 2.14, 1.46, 6.97, supp6,
2018-06-13,95.44, -77.93, -12.43, 2.19, 1.45, 6.94, supp6,
2018-06-14,95.27, -77.52, -18.92, 2.14, 1.49, 6.97, supp6,
2018-06-15,92.15, -75.97, -21.59, 2.22, 1.49, 7.08, supp6,
2018-06-16,87.95, -77.87, -22.21, 2.11, 1.5, 6.97, supp6,
2018-06-17,92.31, -78.21, -17.36, 2.15, 1.45, 6.88, supp6,
2018-06-18,94.91, -77.06, -14.84, 2.15, 1.43, 6.85, supp6,
2018-06-19,94.62, -78.16, -20.55, 2.21, 1.42, 6.87, supp6,
2018-06-20,94.44, -78.00, -19.26, 2.16, 1.46, 6.91, supp6,
2018-06-21,94.55, -78.44, -18.46, 2.13, 1.5, 6.98, supp6,
2018-06-22,95.04, -77.70, -19.57, 2.2, 1.45, 6.98, supp6,
2018-06-23,95.63, -77.65, -18.26, 2.14, 1.47, 6.92, supp6,
2018-06-24,94.69, -78.34, -15.20, 2.18, 1.47, 6.91, supp6,
2018-06-25,95.32, -78.90, -5.63, 2.17, 1.46, 6.89, supp6,
2018-06-26,93.65, -79.35, -7.86, 2.34, 1.58, 7.36, supp6,
2018-06-27,93.68, -78.23, -11.84, 2.22, 1.52, 7.11, supp6,
2018-06-28,93.35, -77.98, -10.68, 2.21, 1.48, 7.01, supp6,
2018-06-29,93.20, -78.39, -12.76, 2.16, 1.45, 6.86, campf,
2018-06-30,92.19, -76.40, -16.16, 2.19, 1.47, 7.01, campf,
2018-07-01,93.97, -76.48, -18.56, 2.19, 1.47, 7.04, campf,
2018-07-02,94.56, -75.80, -19.27, 2.15, 1.45, 6.88, campf,
2018-07-03,92.87, -79.56, -20.96, 2.21, 1.51, 7.09, campf,
2018-07-04,95.13, -79.37, -21.45, 2.21, 1.47, 7, campf,
2018-07-05,94.86, -78.19, -21.12, 2.16, 1.45, 6.86, campf,
2018-07-06,93.88, -76.92, -16.96, 2.16, 1.46, 6.9, campf,
2018-07-07,95.34, -78.07, -17.55, 2.15, 1.45, 6.86, campf,
2018-07-08,93.55, -77.23, -9.49, 2.14, 1.46, 6.9, campf,
2018-07-09,93.79, -76.37, -11.54, 2.15, 1.46, 6.91, campf,
2018-07-10,92.74, -76.93, -8.65, 2.16, 1.45, 6.87, campf,
2018-07-11,94.58, -77.61, -16.82, 2.15, 1.45, 6.85, campf,
2018-07-12,92.50, -76.70, -13.64, 2.15, 1.46, 6.88, campf,
2018-07-13,91.41, -76.11, -11.74, 2.15, 1.47, 6.93, campf,
2018-07-14,91.57, -76.79, -23.65, 2.15, 1.45, 6.88, campf,
2018-07-15,92.00, -76.22, -16.73, 2.14, 1.45, 6.87, campf,
2018-07-16,93.78, -76.83, -17.98, 2.16, 1.45, 6.87, campf,
2018-07-17,93.73, -78.03, -20.85, 2.14, 1.45, 6.87, campf,
2018-07-18,94.67, -77.90, -19.93, 2.14, 1.45, 6.9, campf,
2018-07-19,95.32, -79.10, -15.86, 2.15, 1.46, 6.93, campf,
2018-07-20,95.00, -79.26, -18.97, 2.14, 1.45, 6.92, campf,
2018-07-21,95.88, -77.05, -24.88, 2.26, 1.49, 7.05, campf,
2018-07-22,94.18, -79.63, -20.41, 2.14, 1.45, 6.89, campf,
2018-07-23,94.97, -78.10, -15.81, 2.13, 1.45, 6.88, campf,
2018-07-24,95.24, -78.56, -20.51, 2.2, 1.48, 7.04, campf,
2018-07-25,92.80, -79.28, -15.67, 2.13, 1.45, 6.87, campf,
2018-07-26,92.41, -79.79, -17.94, 2.14, 1.44, 6.9, campf,
2018-07-27,91.53, -78.61, -25.30, 2.14, 1.45, 6.89, campf,
2018-07-28,93.63, -78.20, -24.85, 2.12, 1.45, 6.87, campf,
2018-07-29,91.15, -78.05, -26.38, 2.29, 1.59, 7.37, campf,
2018-07-30,86.90, -80.96, -22.12, 2.21, 1.52, 7.22, campf,
2018-07-31,87.04, -80.70, -17.23, 2.26, 1.53, 7.38, campf,
2018-08-01,93.22, -79.12, -17.37, 2.16, 1.48, 7.05, campf,
2018-08-02,94.87, -76.02, -7.77, 2.2, 1.5, 7.19, campf,
2018-08-03,93.98, -77.37, -13.79, 2.17, 1.48, 7.01, campf,
2018-08-04,98.30, -77.46, -14.98, 2.14, 1.46, 7.05, campf,
2018-08-05,95.73, -80.43, -14.54, 2.14, 1.45, 6.85, campf,
2018-08-06,93.73, -80.51, -16.32, 2.15, 1.45, 6.89, campf,
2018-08-07,94.46, -77.94, -14.51, 2.32, 1.56, 7.4, campf,
2018-08-08,94.99, -79.14, -15.94, 2.16, 1.46, 6.9, campf,
2018-08-09,94.71, -77.42, -11.76, 2.16, 1.46, 6.89, campf,
2018-08-10,92.97, -74.63, -21.66, 2.16, 1.46, 6.91, campf,
2018-08-11,93.64, -73.55, -20.74, 2.14, 1.45, 6.85, campf,
2018-08-12,97.27, -74.35, -24.13, 2.15, 1.45, 6.87, campf,
2018-08-13,94.13, -76.27, -12.85, 2.17, 1.47, 6.93, campf,
2018-08-14,95.10, -77.40, -16.63, 2.16, 1.46, 6.93, campf,
2018-08-15,93.98, -77.12, -12.24, 2.16, 1.46, 6.92, campf,
2018-08-16,93.78, -78.03, -16.31, 2.15, 1.47, 7.04, campf,
2018-08-17,93.79, -78.37, -16.26, 2.16, 1.48, 7.09, campf,
2018-08-18,92.66, -78.35, -12.45, 2.18, 1.48, 7.1, campf,
