PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, AC12
Station name, ChernaburaAK2008
Begin Date, 2008-05-06
End Date, 2023-09-04
Release Date, 2023-10-05
Source file, AC12.cwu.nam14.pos
Offset from source file, 47.87 mm North, -40.07 mm East, -1.22 mm Vertical
Reference position, 54.8309633807 North Latitude, -159.5895623482 East Longitude, 84.40912 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2013-12-27,46.75, -41.26, 1.68, 2.19, 1.52, 6.98, repro,
2013-12-28,44.35, -42.22, -1.37, 2.25, 1.56, 7.14, repro,
2013-12-29,48.02, -41.88, 1.75, 2.26, 1.59, 7.15, repro,
2013-12-30,47.65, -40.60, 0.79, 2.27, 1.6, 7.23, repro,
2013-12-31,47.69, -41.26, 5.45, 2.22, 1.53, 7.03, repro,
2014-01-01,49.15, -42.00, 11.63, 2.37, 1.67, 7.49, repro,
2014-01-02,50.10, -41.81, 10.13, 2.38, 1.68, 7.5, repro,
2014-01-03,48.99, -40.56, -0.07, 2.22, 1.54, 7.09, repro,
2014-01-04,46.51, -41.00, 7.84, 2.29, 1.59, 7.29, repro,
2014-01-05,45.80, -40.82, 8.78, 2.27, 1.55, 7.18, repro,
2014-01-06,47.36, -41.89, 5.10, 2.27, 1.57, 7.19, repro,
2014-01-07,48.87, -41.52, 4.14, 2.29, 1.56, 7.15, repro,
2014-01-08,48.56, -40.06, 7.18, 2.23, 1.54, 7.11, repro,
2014-01-09,48.36, -39.81, 11.85, 2.29, 1.57, 7.29, repro,
2014-01-10,48.30, -38.82, 9.56, 2.31, 1.56, 7.31, repro,
2014-01-11,46.92, -41.52, 12.53, 2.23, 1.53, 7.06, repro,
2014-01-12,48.85, -40.52, 14.34, 2.22, 1.54, 7.05, repro,
2014-01-13,48.09, -42.05, 7.34, 2.19, 1.53, 6.99, repro,
2014-01-14,47.83, -41.34, 4.34, 2.18, 1.53, 6.97, repro,
2014-01-15,49.38, -41.59, 5.88, 2.2, 1.54, 7.03, repro,
2014-01-16,46.90, -41.16, 4.44, 2.25, 1.56, 7.08, repro,
2014-01-17,45.20, -42.15, 5.05, 2.23, 1.55, 6.99, repro,
2014-01-18,48.23, -41.02, 1.96, 2.17, 1.53, 6.93, repro,
2014-01-19,48.16, -41.38, 1.56, 2.22, 1.54, 7.09, repro,
2014-01-20,47.00, -40.85, 0.29, 2.2, 1.54, 7.05, repro,
2014-01-21,46.17, -40.98, 2.35, 2.2, 1.52, 6.99, repro,
2014-01-22,45.74, -41.94, -3.50, 2.19, 1.52, 6.94, repro,
2014-01-23,46.00, -41.56, -2.31, 2.17, 1.51, 6.87, repro,
2014-01-24,48.42, -40.14, 2.38, 2.22, 1.56, 7.11, repro,
2014-01-25,48.17, -42.91, 1.29, 2.22, 1.56, 7.21, repro,
2014-01-26,48.77, -44.12, 3.45, 2.26, 1.55, 7.08, repro,
2014-01-27,48.05, -43.50, -0.49, 2.19, 1.52, 6.97, repro,
2014-01-28,49.01, -42.13, -1.45, 2.18, 1.52, 6.93, repro,
2014-01-29,46.58, -42.28, 1.05, 2.17, 1.52, 6.89, repro,
2014-01-30,46.40, -40.80, 5.83, 2.19, 1.52, 6.93, repro,
2014-01-31,47.75, -41.49, -1.13, 2.2, 1.53, 6.98, repro,
2014-02-01,47.31, -41.19, 4.24, 2.26, 1.55, 7.06, repro,
2014-02-02,47.36, -41.68, 6.62, 2.27, 1.57, 7.13, repro,
2014-02-03,48.31, -43.23, 3.46, 2.64, 2.01, 8.89, repro,
2014-02-04,46.14, -40.89, -3.14, 2.18, 1.52, 6.94, repro,
2014-02-05,48.91, -41.23, -5.85, 2.23, 1.55, 7.15, repro,
2014-02-06,49.78, -40.88, 1.67, 2.22, 1.53, 6.98, repro,
2014-02-07,49.61, -40.98, 10.76, 2.24, 1.58, 7.19, repro,
2014-02-08,49.66, -42.22, 8.05, 2.17, 1.53, 6.88, repro,
2014-02-09,49.63, -43.43, 0.76, 2.18, 1.51, 6.89, repro,
2014-02-10,50.38, -42.60, 2.53, 2.27, 1.57, 7.14, repro,
2014-02-11,48.90, -43.35, 9.26, 2.25, 1.56, 7.17, repro,
2014-02-12,48.08, -41.31, 10.93, 2.19, 1.53, 6.92, repro,
2014-02-13,50.68, -42.53, 8.69, 2.19, 1.53, 6.92, repro,
2014-02-14,48.53, -43.54, 16.87, 2.23, 1.57, 7.11, repro,
2014-02-15,47.37, -41.54, 14.59, 2.19, 1.53, 6.97, repro,
2014-02-16,48.35, -42.30, 15.01, 2.2, 1.52, 6.97, repro,
2014-02-17,49.22, -42.04, 8.74, 2.25, 1.56, 7.08, repro,
2014-02-18,50.14, -42.02, 6.72, 2.28, 1.58, 7.16, repro,
2014-02-19,50.64, -42.48, 8.28, 2.23, 1.55, 7.06, repro,
2014-02-20,51.87, -42.37, 1.48, 2.19, 1.52, 6.96, repro,
2014-02-21,48.69, -41.22, -1.22, 2.21, 1.51, 6.94, repro,
2014-02-22,47.78, -42.34, 1.25, 2.22, 1.53, 7.04, repro,
2014-02-23,48.43, -41.91, -1.90, 2.29, 1.58, 7.22, repro,
2014-02-24,49.58, -42.50, -0.37, 2.22, 1.54, 7.07, repro,
2014-02-25,49.42, -42.54, 4.10, 2.3, 1.59, 7.25, repro,
2014-02-26,49.80, -43.88, 0.78, 2.26, 1.55, 7.21, repro,
2014-02-27,48.97, -41.32, 2.51, 2.25, 1.55, 7.21, repro,
2014-02-28,48.70, -42.39, 1.77, 2.4, 1.63, 7.55, repro,
2014-03-01,50.08, -42.72, -1.88, 2.29, 1.54, 7.14, repro,
2014-03-02,50.95, -42.08, -0.87, 2.22, 1.53, 7.06, repro,
2014-03-03,49.47, -42.41, 0.84, 2.4, 1.63, 7.45, repro,
2014-03-04,50.70, -41.81, -3.60, 2.3, 1.58, 7.23, repro,
2014-03-05,49.15, -41.72, -2.68, 2.3, 1.57, 7.21, repro,
2014-03-06,49.82, -42.54, 1.05, 2.22, 1.53, 7.03, repro,
2014-03-07,49.49, -42.86, 1.02, 2.36, 1.64, 7.33, repro,
2014-03-08,50.32, -42.58, 4.03, 2.32, 1.55, 7.13, repro,
2014-03-09,49.73, -42.22, 5.20, 2.22, 1.54, 7.05, repro,
2014-03-10,48.49, -41.45, 7.28, 2.23, 1.54, 7.06, repro,
2014-03-11,48.62, -42.63, 2.97, 2.22, 1.54, 7.03, repro,
2014-03-12,49.87, -42.86, 3.33, 2.21, 1.53, 6.97, repro,
2014-03-13,50.42, -42.60, 5.70, 2.22, 1.54, 7.01, repro,
2014-03-14,51.12, -42.95, 1.68, 2.24, 1.54, 7.07, repro,
2014-03-15,51.18, -42.82, -4.83, 2.24, 1.53, 7.09, repro,
2014-03-16,48.84, -43.01, -6.08, 2.23, 1.53, 7.07, repro,
2014-03-17,51.54, -41.98, -4.53, 2.23, 1.54, 7.05, repro,
2014-03-18,50.44, -41.60, -0.67, 2.19, 1.53, 6.94, repro,
2014-03-19,51.72, -43.01, -6.49, 2.28, 1.58, 7.16, repro,
2014-03-20,48.62, -42.20, -4.57, 2.3, 1.56, 7.24, repro,
2014-03-21,50.12, -42.31, -11.98, 2.24, 1.53, 7.04, repro,
2014-03-22,50.18, -43.87, -8.77, 2.22, 1.53, 7.01, repro,
2014-03-23,49.55, -43.26, -10.91, 2.2, 1.53, 6.96, repro,
2014-03-24,50.70, -45.01, -8.10, 2.2, 1.53, 6.96, repro,
2014-03-25,50.86, -42.96, 0.25, 2.23, 1.53, 7.03, repro,
2014-03-26,51.46, -43.24, 3.29, 2.25, 1.54, 7.11, repro,
2014-03-27,52.47, -41.47, -1.45, 2.22, 1.53, 7.04, repro,
2014-03-28,49.86, -43.44, -4.89, 2.21, 1.53, 6.98, repro,
2014-03-29,51.82, -43.64, -4.33, 2.26, 1.58, 7.18, repro,
2014-03-30,51.02, -42.31, -6.78, 2.22, 1.53, 7.04, repro,
2014-03-31,51.20, -42.42, -8.54, 2.23, 1.53, 7.04, repro,
2014-04-01,48.85, -42.42, -11.99, 2.29, 1.6, 7.31, repro,
2014-04-02,49.60, -43.94, -4.18, 2.23, 1.53, 7.03, repro,
2014-04-03,51.48, -43.41, -1.88, 2.22, 1.53, 7.02, repro,
2014-04-04,50.33, -42.41, -0.18, 2.25, 1.57, 7.16, repro,
2014-04-05,51.45, -42.93, 0.04, 2.24, 1.54, 7.15, repro,
2014-04-06,51.80, -43.33, -0.74, 2.29, 1.61, 7.36, repro,
2014-04-07,52.85, -43.01, -3.41, 2.22, 1.53, 7.02, repro,
2014-04-08,51.76, -43.18, 6.90, 2.23, 1.53, 7.03, repro,
2014-04-09,52.06, -43.20, 0.45, 2.23, 1.55, 7.11, repro,
2014-04-10,51.54, -43.30, -1.98, 2.26, 1.59, 7.38, repro,
2014-04-11,49.83, -44.04, -6.27, 2.23, 1.57, 7.24, repro,
2014-04-12,50.17, -44.59, -3.97, 2.27, 1.55, 7.17, repro,
2014-04-13,49.50, -42.38, -4.28, 2.22, 1.53, 7.03, repro,
2014-04-14,51.02, -43.36, -9.30, 2.25, 1.55, 7.1, repro,
2014-04-15,50.81, -43.82, -6.57, 2.3, 1.61, 7.31, repro,
2014-04-16,49.60, -43.30, -8.11, 2.36, 1.68, 7.5, repro,
2014-04-17,51.13, -43.22, -7.56, 2.22, 1.54, 7.06, repro,
2014-04-18,50.05, -43.62, 1.57, 2.21, 1.53, 7.01, repro,
2014-04-19,50.67, -42.75, 1.31, 2.23, 1.53, 7, repro,
2014-04-20,50.83, -43.05, 2.01, 2.21, 1.54, 7.01, repro,
2014-04-21,50.69, -43.15, -0.64, 2.22, 1.55, 7.08, repro,
2014-04-22,51.57, -42.77, -4.14, 2.21, 1.53, 7.02, repro,
2014-04-23,49.29, -43.96, 0.37, 2.21, 1.53, 7, repro,
2014-04-24,50.24, -43.07, 8.66, 2.24, 1.53, 7.07, repro,
2014-04-25,49.26, -42.34, 0.07, 2.22, 1.53, 6.99, repro,
2014-04-26,50.39, -43.05, 2.79, 2.22, 1.54, 7.01, repro,
2014-04-27,50.71, -42.51, 7.23, 2.22, 1.54, 7.04, repro,
2014-04-28,50.88, -43.77, 0.26, 2.25, 1.57, 7.22, repro,
2014-04-29,49.83, -43.12, -4.63, 2.25, 1.57, 7.2, repro,
2014-04-30,50.05, -42.86, -5.83, 2.25, 1.56, 7.21, repro,
2014-05-01,51.79, -43.01, -1.87, 2.22, 1.54, 7.02, repro,
2014-05-02,52.83, -43.03, -7.28, 2.2, 1.54, 6.98, repro,
2014-05-03,50.78, -42.94, -0.54, 2.22, 1.53, 7.01, repro,
2014-05-04,53.11, -43.34, -4.88, 2.26, 1.59, 7.18, repro,
2014-05-05,51.48, -43.41, -1.42, 2.23, 1.54, 7.07, repro,
2014-05-06,52.07, -43.09, -2.71, 2.21, 1.53, 6.99, repro,
2014-05-07,52.26, -43.01, 2.38, 2.2, 1.54, 6.98, repro,
2014-05-08,52.19, -44.46, -0.44, 2.23, 1.57, 7.17, repro,
2014-05-09,51.34, -43.56, 2.18, 2.22, 1.57, 7.15, repro,
2014-05-10,51.49, -42.35, 5.04, 2.21, 1.53, 7.04, repro,
2014-05-11,50.81, -42.90, -6.80, 2.27, 1.55, 7.17, repro,
2014-05-12,51.23, -43.37, 0.96, 2.21, 1.53, 7.02, repro,
2014-05-13,51.54, -44.02, -1.84, 2.2, 1.54, 7.01, repro,
2014-05-14,51.53, -43.77, 0.54, 2.21, 1.53, 7.02, repro,
2014-05-15,52.19, -43.32, -6.69, 2.24, 1.55, 7.19, repro,
2014-05-16,52.46, -44.24, -2.71, 2.23, 1.54, 7.07, repro,
2014-05-17,51.98, -43.29, -1.18, 2.21, 1.53, 7.03, repro,
2014-05-18,52.05, -43.75, 5.44, 2.2, 1.53, 6.99, repro,
2014-05-19,51.72, -45.05, 4.48, 2.22, 1.55, 7.16, repro,
2014-05-20,50.77, -43.70, 2.63, 2.22, 1.55, 7.14, repro,
2014-05-21,52.30, -43.86, 5.98, 2.25, 1.56, 7.24, repro,
2014-05-22,52.64, -44.22, -2.20, 2.26, 1.56, 7.27, repro,
2014-05-23,50.74, -43.74, 1.05, 2.22, 1.55, 7.16, repro,
2014-05-24,52.27, -43.32, -0.90, 2.23, 1.56, 7.19, repro,
2014-05-25,51.82, -43.77, -1.70, 2.23, 1.55, 7.18, repro,
2014-05-26,50.44, -44.93, -2.16, 2.22, 1.55, 7.15, repro,
2014-05-27,49.29, -43.36, 0.27, 2.25, 1.55, 7.2, repro,
2014-05-28,49.34, -44.81, 1.19, 2.23, 1.56, 7.22, repro,
2014-05-29,48.32, -44.08, -0.37, 2.23, 1.55, 7.19, repro,
2014-05-30,51.56, -43.39, -0.11, 2.22, 1.56, 7.18, repro,
2014-05-31,50.85, -41.83, 1.23, 2.2, 1.53, 7, repro,
2014-06-01,52.70, -44.22, 2.08, 2.2, 1.53, 7, repro,
2014-06-02,51.39, -44.03, -0.58, 2.22, 1.54, 7.09, repro,
2014-06-03,51.43, -43.84, -3.81, 2.2, 1.55, 7.09, repro,
2014-06-04,51.17, -44.61, -2.76, 2.22, 1.54, 7.07, repro,
2014-06-05,51.23, -44.75, 1.15, 2.26, 1.55, 7.15, repro,
2014-06-06,51.86, -44.19, 2.46, 2.31, 1.59, 7.43, repro,
2014-06-07,49.85, -44.65, -0.83, 2.22, 1.53, 7.05, repro,
2014-06-08,50.61, -44.05, 2.30, 2.19, 1.54, 7.03, repro,
2014-06-09,51.75, -44.84, 1.62, 2.26, 1.57, 7.19, repro,
2014-06-10,50.05, -43.20, 1.02, 2.21, 1.55, 7.06, repro,
2014-06-11,49.35, -43.21, 3.71, 2.21, 1.54, 7.07, repro,
2014-06-12,49.39, -43.07, 4.10, 2.26, 1.57, 7.21, repro,
2014-06-13,53.22, -43.29, 3.86, 2.26, 1.59, 7.25, repro,
2014-06-14,51.07, -44.08, 3.27, 2.19, 1.54, 7.04, repro,
2014-06-15,50.35, -44.69, 6.71, 2.3, 1.62, 7.13, repro,
2014-06-16,50.44, -43.99, 1.40, 2.2, 1.54, 7.05, repro,
2014-06-17,50.98, -42.22, 7.09, 2.2, 1.53, 7.02, repro,
2014-06-18,53.70, -43.81, -1.05, 2.21, 1.54, 7.11, repro,
2014-06-19,49.34, -44.03, 2.29, 2.19, 1.54, 7.06, repro,
2014-06-20,50.72, -44.57, -6.02, 2.2, 1.54, 7.04, repro,
2014-06-21,51.37, -43.36, -5.70, 2.2, 1.54, 7.07, repro,
2014-06-22,50.42, -43.43, -0.36, 2.24, 1.55, 7.16, repro,
2014-06-23,50.11, -43.45, -0.61, 2.21, 1.53, 7.08, repro,
2014-06-24,51.37, -43.81, -0.25, 2.19, 1.54, 7.09, repro,
2014-06-25,50.51, -44.81, 0.95, 2.27, 1.57, 7.17, repro,
2014-06-26,50.59, -44.26, -2.46, 2.19, 1.53, 7.05, repro,
2014-06-27,50.58, -43.79, 1.77, 2.22, 1.53, 7.1, repro,
2014-06-28,50.54, -42.99, 6.01, 2.21, 1.53, 7.09, repro,
2014-06-29,50.55, -43.47, 4.83, 2.15, 1.52, 7, repro,
2014-06-30,51.82, -43.90, 1.33, 2.15, 1.51, 6.96, repro,
2014-07-01,51.37, -43.99, -3.15, 2.14, 1.51, 6.94, repro,
2014-07-02,50.15, -43.36, -1.43, 2.2, 1.52, 7.04, repro,
2014-07-03,50.56, -44.89, -6.19, 2.19, 1.52, 7.13, repro,
2014-07-04,49.08, -42.82, -0.37, 2.17, 1.52, 7.1, repro,
2014-07-05,51.25, -43.84, -0.63, 2.14, 1.51, 6.99, repro,
2014-07-06,49.23, -43.62, -1.24, 2.15, 1.51, 6.97, repro,
2014-07-07,48.58, -43.40, 3.16, 2.15, 1.51, 6.98, repro,
2014-07-08,49.16, -44.05, -2.40, 2.16, 1.5, 6.95, repro,
2014-07-09,51.42, -44.15, -4.10, 2.16, 1.5, 6.98, repro,
2014-07-10,50.80, -43.84, -0.31, 2.2, 1.52, 7.09, repro,
2014-07-11,50.75, -43.72, 0.20, 2.14, 1.51, 6.98, repro,
2014-07-12,50.21, -42.62, -1.87, 2.18, 1.53, 7.05, repro,
2014-07-13,51.53, -44.47, -7.36, 2.18, 1.52, 7.08, repro,
2014-07-14,52.22, -43.67, -3.95, 2.18, 1.52, 7.09, repro,
2014-07-15,51.36, -44.38, -2.95, 2.14, 1.51, 6.97, repro,
2014-07-16,50.78, -43.57, -4.51, 2.14, 1.51, 6.98, repro,
2014-07-17,51.60, -43.20, -2.12, 2.22, 1.57, 7.34, repro,
2014-07-18,51.06, -44.29, 4.79, 2.14, 1.51, 7.01, repro,
2014-07-19,51.04, -45.13, -2.28, 2.15, 1.49, 6.92, repro,
2014-07-20,54.60, -47.06, 5.36, 2.15, 1.5, 6.97, repro,
2014-07-21,53.47, -43.93, -7.83, 2.17, 1.52, 7.08, repro,
2014-07-22,51.07, -42.68, -6.94, 2.14, 1.51, 6.98, repro,
2014-07-23,53.48, -43.96, -6.09, 2.13, 1.51, 6.95, repro,
2014-07-24,50.74, -43.73, -1.01, 2.14, 1.51, 6.95, repro,
2014-07-25,50.09, -43.58, 1.19, 2.15, 1.5, 6.94, repro,
2014-07-26,51.61, -44.17, -7.06, 2.16, 1.51, 7.02, repro,
2014-07-27,51.35, -43.70, -7.05, 2.21, 1.55, 7.22, repro,
2014-07-28,50.09, -43.34, -8.05, 2.14, 1.51, 6.95, repro,
2014-07-29,52.45, -43.21, 6.99, 2.16, 1.51, 7, repro,
2014-07-30,51.93, -43.91, -7.74, 2.14, 1.51, 6.93, repro,
2014-07-31,53.30, -43.54, -7.82, 2.17, 1.51, 6.99, repro,
2014-08-01,53.03, -43.98, -4.11, 2.19, 1.54, 7.22, repro,
2014-08-02,51.62, -43.30, -12.06, 2.16, 1.54, 7.15, repro,
2014-08-03,51.88, -45.07, -6.21, 2.27, 1.59, 7.37, repro,
2014-08-04,50.88, -44.11, -2.52, 2.19, 1.54, 7.08, repro,
2014-08-05,51.20, -43.96, -4.87, 2.22, 1.55, 7.15, repro,
2014-08-06,51.58, -45.27, -3.04, 2.22, 1.55, 7.16, repro,
2014-08-07,51.17, -43.98, -4.99, 2.23, 1.56, 7.22, repro,
2014-08-08,51.11, -45.14, 1.83, 2.34, 1.61, 7.35, repro,
2014-08-09,51.08, -44.77, 2.66, 2.19, 1.54, 7.07, repro,
2014-08-10,53.11, -44.19, -0.60, 2.19, 1.54, 7.09, repro,
2014-08-11,48.78, -44.59, 1.44, 2.21, 1.54, 7.1, repro,
2014-08-12,49.41, -44.80, 1.71, 2.26, 1.57, 7.28, repro,
2014-08-13,52.04, -45.31, -2.05, 2.18, 1.53, 7, repro,
2014-08-14,50.68, -43.94, 4.40, 2.21, 1.57, 7.31, repro,
2014-08-15,49.17, -44.51, 0.32, 2.28, 1.58, 7.27, repro,
2014-08-16,51.12, -44.29, 3.17, 2.22, 1.55, 7.13, repro,
2014-08-17,53.35, -45.03, -4.39, 2.25, 1.57, 7.22, repro,
2014-08-18,52.46, -43.04, -7.10, 2.2, 1.54, 7.08, repro,
2014-08-19,52.62, -44.34, -3.86, 2.24, 1.57, 7.1, repro,
2014-08-20,51.77, -43.95, 1.09, 2.35, 1.64, 7.56, repro,
2014-08-21,52.57, -45.20, 0.96, 2.22, 1.55, 7.15, repro,
2014-08-22,51.80, -44.74, 3.81, 2.24, 1.57, 7.22, repro,
2014-08-23,50.91, -45.33, -1.16, 2.19, 1.56, 7.11, repro,
2014-08-24,51.61, -42.71, 2.64, 2.22, 1.56, 7.09, repro,
2014-08-25,50.99, -42.47, 3.38, 2.22, 1.55, 7.11, repro,
2014-08-26,52.70, -44.84, -0.12, 2.35, 1.6, 7.38, repro,
2014-08-27,51.45, -42.85, -4.40, 2.32, 1.59, 7.32, repro,
2014-08-28,51.97, -42.45, 6.71, 2.25, 1.57, 7.22, repro,
2014-08-29,54.75, -43.09, 1.25, 2.19, 1.54, 7.03, repro,
2014-08-30,51.88, -43.57, 5.10, 2.18, 1.54, 7.02, repro,
2014-08-31,51.94, -43.88, 4.79, 2.22, 1.57, 7.19, repro,
2014-09-01,52.92, -44.00, -1.45, 2.2, 1.56, 7.15, repro,
2014-09-02,52.15, -44.02, -0.93, 2.2, 1.56, 7.16, repro,
2014-09-03,53.08, -44.00, -2.86, 2.24, 1.59, 7.21, repro,
2014-09-04,50.33, -44.83, -2.38, 2.18, 1.54, 7.06, repro,
2014-09-05,51.55, -43.14, 1.18, 2.18, 1.54, 7.07, repro,
2014-09-06,53.46, -45.35, -4.36, 2.18, 1.55, 7.11, repro,
2014-09-07,53.96, -46.01, 13.42, 2.39, 1.75, 8.07, repro,
2014-09-08,50.85, -43.57, 4.89, 2.17, 1.54, 7.08, repro,
2014-09-09,52.18, -44.41, -5.34, 2.18, 1.55, 7.09, repro,
2014-09-10,50.88, -44.30, -7.04, 2.19, 1.54, 7.08, repro,
2014-09-11,51.44, -45.50, -9.33, 2.18, 1.54, 7.08, repro,
2014-09-12,52.08, -42.21, -13.89, 2.18, 1.55, 7.1, repro,
2014-09-13,54.72, -44.23, -2.68, 2.18, 1.54, 7.06, repro,
2014-09-14,53.49, -42.53, -3.72, 2.2, 1.55, 7.13, repro,
2014-09-15,54.14, -44.01, -3.26, 2.21, 1.55, 7.1, repro,
2014-09-16,52.63, -44.81, 4.39, 2.19, 1.54, 7.05, repro,
2014-09-17,54.13, -42.57, 10.34, 2.2, 1.55, 7.11, repro,
2014-09-18,56.18, -46.00, 3.79, 2.17, 1.53, 6.96, repro,
2014-09-19,54.15, -44.19, 4.98, 2.19, 1.55, 7.1, repro,
2014-09-20,54.77, -44.89, 1.20, 2.19, 1.53, 7, repro,
2014-09-21,52.82, -44.27, 1.76, 2.19, 1.53, 6.95, repro,
2014-09-22,55.02, -44.98, 5.82, 2.17, 1.52, 6.92, repro,
2014-09-23,54.40, -45.05, -2.53, 2.16, 1.52, 6.94, repro,
2014-09-24,54.27, -45.09, 5.04, 2.15, 1.52, 6.91, repro,
2014-09-25,53.44, -45.93, -5.36, 2.17, 1.54, 7, repro,
2014-09-26,51.60, -45.89, -2.38, 2.19, 1.55, 7.17, repro,
2014-09-27,55.54, -44.28, -1.74, 2.23, 1.54, 7.05, repro,
2014-09-28,53.62, -44.97, 6.58, 2.18, 1.52, 6.98, repro,
2014-09-29,52.45, -45.15, 3.35, 2.17, 1.53, 7.01, repro,
2014-09-30,53.06, -46.56, 0.63, 2.17, 1.52, 6.97, repro,
2014-10-01,57.22, -44.82, 2.70, 2.2, 1.54, 7.05, repro,
2014-10-02,52.83, -46.69, 3.05, 2.21, 1.55, 7.19, repro,
2014-10-03,54.34, -45.71, 1.00, 2.2, 1.53, 7.03, repro,
2014-10-04,54.07, -44.79, 6.58, 2.19, 1.54, 7.02, repro,
2014-10-05,53.76, -45.23, -1.68, 2.19, 1.53, 7.02, repro,
2014-10-06,53.22, -45.48, 5.93, 2.19, 1.54, 6.98, repro,
2014-10-07,54.04, -45.87, 2.93, 2.2, 1.52, 7.02, repro,
2014-10-08,52.70, -47.00, 2.78, 2.24, 1.55, 7.2, repro,
2014-10-09,53.11, -46.61, 6.98, 2.19, 1.52, 7.02, repro,
2014-10-10,53.04, -46.09, 2.60, 2.19, 1.52, 6.99, repro,
2014-10-11,52.68, -45.21, 5.00, 2.2, 1.53, 7, repro,
2014-10-12,53.39, -46.72, 3.86, 2.24, 1.53, 7.01, repro,
2014-10-13,54.48, -46.64, 10.45, 2.22, 1.52, 7.02, repro,
2014-10-14,53.33, -46.61, 1.78, 2.22, 1.54, 7.11, repro,
2014-10-15,55.11, -46.17, 2.98, 2.18, 1.52, 6.98, repro,
2014-10-16,53.45, -45.89, 6.69, 2.18, 1.53, 6.96, repro,
2014-10-17,53.50, -46.03, 6.05, 2.18, 1.51, 6.97, repro,
2014-10-18,55.09, -46.17, 5.52, 2.18, 1.52, 6.96, repro,
2014-10-19,55.79, -45.59, 4.74, 2.21, 1.55, 7.23, repro,
2014-10-20,53.81, -46.39, 6.07, 2.18, 1.52, 6.97, repro,
2014-10-21,53.87, -46.28, 5.26, 2.2, 1.55, 7.18, repro,
2014-10-22,53.68, -45.69, 7.59, 2.2, 1.54, 7.15, repro,
2014-10-23,54.51, -44.04, 13.40, 2.25, 1.55, 7.2, repro,
2014-10-24,54.17, -45.31, 3.50, 2.19, 1.52, 7, repro,
2014-10-25,54.29, -45.79, -0.68, 2.18, 1.52, 7, repro,
2014-10-26,54.99, -46.78, -0.72, 2.18, 1.52, 6.99, repro,
2014-10-27,53.65, -44.81, 0.55, 2.21, 1.53, 7.04, repro,
2014-10-28,52.92, -44.29, 5.28, 2.26, 1.56, 7.3, repro,
2014-10-29,53.94, -45.72, 8.84, 2.17, 1.51, 6.96, repro,
2014-10-30,52.63, -45.81, 4.62, 2.27, 1.59, 7.27, repro,
2014-10-31,54.85, -46.83, 3.34, 2.28, 1.55, 7.22, repro,
2014-11-01,55.04, -46.70, 2.97, 2.26, 1.56, 7.2, repro,
2014-11-02,53.56, -45.40, 5.03, 2.25, 1.55, 7.15, repro,
2014-11-03,55.42, -46.10, 4.98, 2.24, 1.54, 7.11, repro,
2014-11-04,55.35, -47.17, -0.02, 2.22, 1.54, 7.11, repro,
2014-11-05,55.88, -47.64, -0.51, 2.24, 1.54, 7.1, repro,
2014-11-06,54.82, -48.38, 1.25, 2.25, 1.55, 7.13, repro,
2014-11-07,55.56, -47.60, -0.51, 2.26, 1.55, 7.15, repro,
2014-11-08,55.81, -45.33, -3.32, 2.24, 1.54, 7.09, repro,
2014-11-09,55.08, -47.02, 1.53, 2.23, 1.54, 7.07, repro,
2014-11-10,57.01, -44.28, -2.59, 2.24, 1.54, 7.11, repro,
2014-11-11,52.92, -47.80, 1.36, 2.23, 1.53, 7.05, repro,
2014-11-12,52.18, -48.38, -1.82, 2.26, 1.54, 7.17, repro,
2014-11-13,54.15, -48.25, 3.28, 2.31, 1.59, 7.29, repro,
2014-11-14,56.09, -47.72, -1.19, 2.24, 1.53, 7.03, repro,
2014-11-15,55.23, -47.38, 3.21, 2.22, 1.53, 7.02, repro,
2014-11-16,52.85, -48.04, 0.45, 2.22, 1.53, 7.05, repro,
2014-11-17,54.02, -48.54, -0.18, 2.39, 1.59, 7.43, repro,
2014-11-18,54.02, -47.63, -1.60, 2.26, 1.53, 7.09, repro,
2014-11-19,55.44, -46.57, 7.67, 2.25, 1.53, 7.02, repro,
2014-11-20,55.13, -48.08, 6.25, 2.25, 1.57, 7.19, repro,
2014-11-21,53.80, -47.23, 15.44, 2.34, 1.63, 7.6, repro,
2014-11-22,53.73, -46.83, 17.67, 2.33, 1.62, 7.53, repro,
2014-11-23,54.26, -46.50, 9.40, 2.28, 1.58, 7.32, repro,
2014-11-24,56.46, -47.02, 5.50, 2.27, 1.56, 7.21, repro,
2014-11-25,56.03, -47.53, 6.24, 2.32, 1.6, 7.38, repro,
2014-11-26,56.27, -48.05, 3.45, 2.26, 1.58, 7.29, repro,
2014-11-27,56.21, -48.67, 3.74, 2.25, 1.53, 7.03, repro,
2014-11-28,55.67, -47.69, 8.97, 2.3, 1.56, 7.17, repro,
2014-11-29,58.31, -46.85, 8.68, 2.26, 1.54, 7.07, repro,
2014-11-30,54.76, -47.47, 7.27, 2.37, 1.62, 7.38, repro,
2014-12-01,57.51, -46.26, 5.50, 2.28, 1.56, 7.14, repro,
2014-12-02,57.27, -45.69, 10.19, 2.28, 1.57, 7.17, repro,
2014-12-03,54.79, -48.30, 7.97, 2.28, 1.57, 7.16, repro,
2014-12-04,55.37, -48.11, 5.36, 2.3, 1.56, 7.11, repro,
