date,relative_sea_level,satellite
1994.098,-28.02,TOPEX
1994.126,-29.19,TOPEX
1994.153,-26.63,TOPEX
1994.18,-22.98,TOPEX
1994.234,-23.86,TOPEX
1994.261,-23.01,TOPEX
1994.289,-22.14,TOPEX
1994.316,-21.95,TOPEX
1994.343,-24.68,TOPEX
1994.37,-26.26,TOPEX
1994.397,-28.25,TOPEX
1994.424,-25.17,TOPEX
1994.451,-21.4,TOPEX
1994.506,-27.63,TOPEX
1994.533,-24.76,TOPEX
1994.56,-24.73,TOPEX
1994.587,-24.07,TOPEX
1994.615,-24.5,TOPEX
1994.642,-23.46,TOPEX
1994.669,-24.96,TOPEX
1994.696,-23.9,TOPEX
1994.723,-25.75,TOPEX
1994.75,-26.33,TOPEX
1994.777,-25.8,TOPEX
1994.805,-22.23,TOPEX
1994.832,-22.82,TOPEX
1994.886,-27.41,TOPEX
1994.913,-29.19,TOPEX
1994.941,-22.6,TOPEX
1994.968,-20.94,TOPEX
1994.995,-21.61,TOPEX
1995.022,-20.73,TOPEX
1995.049,-23.08,TOPEX
1995.076,-17.49,TOPEX
1995.104,-20.78,TOPEX
1995.131,-24.67,TOPEX
1995.158,-21.14,TOPEX
1995.212,-17.04,TOPEX
1995.239,-23.25,TOPEX
1995.267,-21.16,TOPEX
1995.294,-20.03,TOPEX
1995.321,-20.9,TOPEX
1995.375,-23.04,TOPEX
1995.402,-20.8,TOPEX
1995.429,-18.09,TOPEX
1995.457,-20.21,TOPEX
1995.484,-23.89,TOPEX
1995.538,-26.37,TOPEX
1995.565,-24.66,TOPEX
1995.592,-24.3,TOPEX
1995.62,-22.34,TOPEX
1995.647,-24.57,TOPEX
1995.674,-24.04,TOPEX
1995.701,-21.15,TOPEX
1995.728,-15.81,TOPEX
1995.756,-21.29,TOPEX
1995.783,-23.66,TOPEX
1995.837,-23.93,TOPEX
1995.864,-24.04,TOPEX
1995.89,-21.5,TOPEX
1995.946,-22.11,TOPEX
1995.973,-17.69,TOPEX
1996,-20.9,TOPEX
1996.027,-23,TOPEX
1996.053,-22.07,TOPEX
1996.081,-22.76,TOPEX
1996.108,-18.53,TOPEX
1996.163,-18.79,TOPEX
1996.19,-21.48,TOPEX
1996.217,-19,TOPEX
1996.244,-17.78,TOPEX
1996.271,-19.62,TOPEX
1996.298,-20.68,TOPEX
1996.325,-20.34,TOPEX
1996.352,-18.66,TOPEX
1996.379,-18.38,TOPEX
1996.406,-16.73,TOPEX
1996.433,-17.38,TOPEX
1996.488,-18.5,TOPEX
1996.515,-18.86,TOPEX
