-360 Ref_Nlat *Dot#
-116.305 34.4277159296 OPCL
-116.305 34.4277159125 OPCL
-116.305 34.4277159140 OPCL
-116.305 34.4277159291 OPCL
-116.083 34.3671292047 OPCP
-116.083 34.3671291750 OPCP
-116.083 34.3671291180 OPCP
-116.083 34.3671291039 OPCP
-116.149 34.4300821837 OPCX
-116.149 34.4300821579 OPCX
-116.149 34.4300821708 OPCX
-116.292 34.5330313116 OPRD
-116.292 34.5330312919 OPRD
-116.292 34.5330312933 OPRD
-120.279 34.7390602726 ORES
-120.279 34.7390601748 ORES
-120.279 34.7390601611 ORES
-120.279 34.7390601855 ORES
-116.815 34.6749038202 ORMT
-116.815 34.6749038067 ORMT
-116.815 34.6749038456 ORMT
-119.142 34.3273598153 OVLS
-119.142 34.3273597593 OVLS
-119.142 34.3273597478 OVLS
-119.142 34.3273597936 OVLS
-119.142 34.3273598095 OVLS
-97.0753 15.8886863359 OXPE
-97.0753 15.8886863355 OXPE
-97.0753 15.8886863474 OXPE
-97.0753 15.8886862611 OXPE
-97.0753 15.8886863845 OXPE
-97.0753 15.8886863195 OXPE
-95.2408 16.2862672819 OXTH
-95.2408 16.2862672452 OXTH
-95.2408 16.2862661578 OXTH
-95.2408 16.2862661247 OXTH
-96.499 15.6622460984 OXUM
-96.499 15.6622460805 OXUM
-96.499 15.6622460666 OXUM
-96.499 15.6622460398 OXUM
-96.499 15.6622453191 OXUM
-119.353 34.6833713315 OZST
-119.353 34.6833713217 OZST
-119.353 34.6833713108 OZST
-119.353 34.6833713172 OZST
-112.802 31.9493767483 P001
-112.802 31.9493767666 P001
-112.802 31.9493767965 P001
-114.005 32.7225444562 P003
-114.005 32.7225444809 P003
-114.005 32.7225445196 P003
-112.152 34.7843819512 P004
-112.152 34.7843819460 P004
-112.152 34.7843819616 P004
-114.457 36.1541876636 P006
-114.457 36.1541876542 P006
-114.457 36.1541876425 P006
-114.457 36.1541876229 P006
-114.82 41.7242008126 P007
-114.82 41.7242008222 P007
-114.82 41.7242008464 P007
-111.13 36.1428211081 P008
-111.13 36.1428211128 P008
-111.13 36.1428211153 P008
-109.334 38.0974327874 P012
-109.334 38.0974327894 P012
-117.33 41.4287413607 P013
-117.33 41.4287413545 P013
-111.099 31.9728944962 P014
-111.099 31.9728945093 P014
-111.099 31.9728945113 P014
-110.009 34.2638106752 P015
-110.009 34.2638106768 P015
-110.009 34.2638106912 P015
-119.936 41.2758961754 P017
-117.065 42.9817064763 P018
-117.065 42.9817064860 P018
-116.103 44.8984332659 P023
-116.103 44.8984332224 P023
-116.103 44.8984332041 P023
-116.288 48.7310139692 P025
-107.195 32.6589611143 P026
-107.195 32.6589610699 P026
-107.195 32.6589610561 P026
-105.804 32.8018586738 P027
-105.804 32.8018586423 P027
-107.908 36.0316849959 P028
-107.908 36.0316850088 P028
-107.908 36.0316850166 P028
-106.459 34.9456196219 P034
-106.459 34.9456195911 P034
-105.184 34.6013931049 P035
-105.184 34.6013930888 P035
-103.407 34.1472552010 P038
-103.154 36.4481130891 P039
-103.154 36.4481131305 P039
-102.687 38.0714990144 P040
-102.687 38.0714989790 P040
-102.687 38.0714990095 P040
-103.222 40.1717905914 P044
-103.222 40.1717905784 P044
-112.617 45.3828736071 P045
-110.906 47.3499642092 P049
-108.546 45.8066008989 P051
-108.546 45.8066009177 P051
-107.725 48.7260799789 P053
-107.725 48.7260800280 P053
-104.441 45.8463490117 P054
-104.441 45.8463490118 P054
-104.441 45.8463490311 P054
-119.063 36.0274377169 P056
-119.063 36.0274377133 P056
-119.063 36.0274376756 P056
-112.623 41.7565709449 P057
-112.623 41.7565709192 P057
-120.946 44.9227221798 P063
-120.946 44.9227221883 P063
-123.488 47.9698462996 P064
-104.698 36.0447801186 P070
-104.698 36.0447801102 P070
-104.698 36.0447800873 P070
-114.692 39.2552093660 P079
-114.692 39.2552093708 P079
-114.692 39.2552093563 P079
-113.871 39.0673070028 P081
-113.871 39.0673070033 P081
-113.871 39.0673070203 P081
-116.736 40.4954613536 P085
-116.736 40.4954613465 P085
-119.8 39.5728036262 P090
-119.8 39.5728036209 P090
-117.532 36.6143243392 P091
-117.532 36.6143243288 P091
-117.532 36.6143243503 P091
-117.532 36.6143241120 P091
-117.407 36.8041944629 P092
-117.407 36.8041944545 P092
-117.407 36.8041943145 P092
-117.994 36.6060252677 P093
-117.994 36.6060252650 P093
-117.994 36.6060252692 P093
-117.994 36.6060251429 P093
-117.994 36.6060250789 P093
-117.704 37.2008359288 P094
-117.704 37.2008359214 P094
-117.704 37.2008358610 P094
-118.684 39.8888821446 P098
-118.684 39.8888821529 P098
-115.556 39.9249214751 P102
-113.042 39.3451404206 P103
-113.042 39.3451404150 P103
-113.042 39.3451404184 P103
-113.042 39.3451404187 P103
-113.042 39.3451404534 P103
-112.504 39.3875436319 P105
-112.504 39.3875436020 P105
-107.88 35.1321804186 P107
-107.88 35.1321804224 P107
-107.88 35.1321804629 P107
-111.571 39.7152276412 P110
-111.571 39.7152277484 P110
-111.571 39.7152276156 P110
-111.571 39.7152276074 P110
-111.571 39.7152275566 P110
-113.278 40.6713044837 P113
-113.278 40.6713044834 P113
-112.014 40.4340246259 P116
-112.014 40.4340246493 P116
-111.35 40.6354889607 P118
-111.35 40.6354889899 P118
-105.626 35.0074558704 P120
-118.45 39.1338933171 P129
-118.45 39.1338933045 P129
-118.45 39.1338933284 P129
-118.005 38.7288437626 P132
-118.005 38.7288437573 P132
-118.005 38.7288437931 P132
-118.005 38.7288437801 P132
-118.46 38.7246021802 P133
-118.46 38.7246021617 P133
-118.46 38.7246021700 P133
-118.46 38.7246021848 P133
-119.015 38.7046216715 P135
-119.015 38.7046217077 P135
-119.015 38.7046216809 P135
-119.015 38.7046215914 P135
-119.015 38.7046217833 P135
-119.459 38.7613671165 P136
-119.459 38.7613670998 P136
-119.459 38.7613670974 P136
-119.01 40.2421783307 P138
-119.01 40.2421783037 P138
-119.811 39.1235332277 P142
-119.811 39.1235332086 P142
-119.811 39.1235332495 P142
-119.765 38.7601669088 P143
-119.765 38.7601669165 P143
-120.893 39.4667039686 P144
-120.893 39.4667039650 P144
-120.893 39.4667039661 P144
-120.537 39.3374637785 P146
-120.537 39.3374637719 P146
-120.806 40.4185880829 P148
-120.806 40.4185880927 P148
-120.806 40.4185881493 P148
-120.105 39.6021300657 P149
-120.105 39.6021300689 P149
-120.034 39.2923804643 P150
-120.034 39.2923804772 P150
-120.077 40.2889016560 P151
-120.077 40.2889016762 P151
-123.189 41.2724350741 P155
-123.189 41.2724350686 P155
-123.189 41.2724350704 P155
-123.189 41.2724350946 P155
-123.906 40.0244429768 P156
-123.906 40.0244429908 P156
-123.906 40.0244429942 P156
-123.906 40.0244429814 P156
-124.107 40.4224908874 P158
-124.107 40.4224908972 P158
-124.107 40.4224908746 P158
-124.107 40.4224908294 P158
-124.107 40.4224909058 P158
-124.107 40.4224908740 P158
-124.133 40.5512524206 P160
-124.133 40.5512524050 P160
-124.133 40.5512523808 P160
-124.133 40.5512523724 P160
-124.133 40.5512523363 P160
-124.213 40.6373634600 P161
-124.213 40.6373634600 P161
-124.213 40.6373633876 P161
-124.213 40.6373633793 P161
-124.237 40.6910951719 P162
-124.237 40.6910951621 P162
-124.237 40.6910951679 P162
-124.237 40.6910951595 P162
-124.237 40.6910951266 P162
-124.237 40.6910950897 P162
-124.237 40.6910951316 P162
-124.237 40.6910951083 P162
-124.237 40.6910950804 P162
-123.693 40.1192566185 P164
-123.693 40.1192566118 P164
-123.693 40.1192566084 P164
-123.693 40.1192566041 P164
-123.693 40.1192566186 P164
-123.853 40.2455491991 P165
-123.853 40.2455491880 P165
-123.853 40.2455491873 P165
-123.853 40.2455492325 P165
-123.968 40.7911450799 P169
-123.968 40.7911450683 P169
-123.968 40.7911450569 P169
-123.968 40.7911450463 P169
-123.968 40.7911450846 P169
-121.29 35.9457179242 P173
-121.29 35.9457179278 P173
-121.29 35.9457179818 P173
-123.749 39.2613043443 P185
-123.749 39.2613043549 P185
-123.749 39.2613044275 P185
-123.348 38.9874494283 P189
-123.348 38.9874494383 P189
-123.348 38.9874494651 P189
-123.105 39.3197281364 P192
-123.105 39.3197281257 P192
-123.105 39.3197281688 P192
-122.743 38.2981443309 P196
-122.743 38.2981443383 P196
-122.743 38.2981443468 P196
-122.743 38.2981443524 P196
-122.719 39.2600449823 P207
-122.719 39.2600449754 P207
-122.719 39.2600450051 P207
-122.304 39.1093018892 P208
-122.304 39.1093018927 P208
-122.304 39.1093018930 P208
-122.304 39.1093019433 P208
-121.991 37.2017133095 P213
-121.991 37.2017133128 P213
-121.991 37.2017133103 P213
-122.285 37.3424910189 P219
-122.285 37.3424910378 P219
-122.214 37.3298882479 P220
-122.083 37.5392402046 P222
-122.083 37.5392402023 P222
-122.083 37.5392401960 P222
-122.083 37.5392402287 P222
-122.1 37.7220545501 P223
-122.1 37.7220545588 P223
-122.1 37.7220545808 P223
-122.1 37.7220545849 P223
-121.355 37.0108237186 P244
-121.355 37.0108237021 P244
-121.355 37.0108237003 P244
-121.355 37.0108237010 P244
-121.355 37.0108237243 P244
-121.869 37.9756086627 P248
-121.869 37.9756086502 P248
-121.869 37.9756086400 P248
-121.869 37.9756086547 P248
-122.218 38.1529605939 P261
-122.218 38.1529605824 P261
-122.218 38.1529605121 P261
-122.218 38.1529604318 P261
-122.218 38.1529604072 P261
-122.096 38.0251487150 P262
-122.096 38.0251487030 P262
-122.096 38.0251486583 P262
-122.096 38.0251486135 P262
-122.096 38.0251485458 P262
-122.195 38.4442149771 P264
-122.195 38.4442149695 P264
-122.195 38.4442149797 P264
-122.195 38.4442148019 P264
-122.195 38.4442148724 P264
-121.844 38.1839681977 P266
-121.844 38.1839681928 P266
-121.844 38.1839681678 P266
-121.844 38.1839681650 P266
-121.823 38.3803355357 P267
-121.823 38.3803355359 P267
-121.823 38.3803355749 P267
-121.823 38.3803355596 P267
-122.355 38.9995253941 P269
-122.355 38.9995253897 P269
-122.355 38.9995254002 P269
-122.355 38.9995254154 P269
-121.715 38.6573504663 P271
-121.715 38.6573504678 P271
-121.715 38.6573504498 P271
-121.715 38.6573504583 P271
-121.943 39.1454817593 P272
-121.943 39.1454817412 P272
-121.943 39.1454817597 P272
-121.388 38.1158123776 P273
-121.388 38.1158124909 P273
-121.388 38.1158124829 P273
-121.388 38.1158124298 P273
-121.095 38.6453078687 P276
-121.095 38.6453078788 P276
-120.345 35.8378094286 P282
-120.345 35.8378094186 P282
-120.345 35.8378094284 P282
-120.285 35.8066698332 P283
-120.285 35.8066698283 P283
-120.285 35.8066698040 P283
-120.853 36.5159090046 P286
-120.853 36.5159090115 P286
-120.853 36.5159090638 P286
-120.698 36.0248359639 P287
-120.698 36.0248359694 P287
-120.698 36.0248359406 P287
-120.728 36.1789393528 P290
-120.728 36.1789393385 P290
-120.728 36.1789392686 P290
-120.475 36.0074644958 P292
-120.475 36.0074644722 P292
-120.543 36.0893644857 P293
-120.543 36.0893644719 P293
-120.44 36.1232365304 P294
-120.44 36.1232365061 P294
-120.294 36.0158424338 P298
-120.294 36.0158424093 P298
-120.294 36.0158423614 P298
-120.294 36.0158423550 P298
-120.71 36.2568195911 P299
-120.71 36.2568196265 P299
-120.71 36.2568196174 P299
-120.71 36.2568194971 P299
-120.277 36.3044275493 P300
-120.277 36.3044274933 P300
-120.277 36.3044273890 P300
-120.277 36.3044273523 P300
-120.197 37.3522142985 P305
-120.197 37.3522142885 P305
-120.197 37.3522143170 P305
-120.058 36.9472703380 P307
-120.058 36.9472703306 P307
-120.334 38.7356072665 P310
-118.52 37.1775631628 P311
-118.52 37.1775631819 P311
-118.52 37.1775631856 P311
-118.52 37.1775631600 P311
-123.582 39.6856643259 P314
-123.582 39.6856643229 P314
-123.582 39.6856643280 P314
-123.582 39.6856643263 P314
-123.582 39.6856643155 P314
-123.717 39.8635834264 P315
-123.717 39.8635834214 P315
-123.717 39.8635834285 P315
-123.717 39.8635834618 P315
-124.086 41.5591332615 P316
-124.086 41.5591332412 P316
-124.086 41.5591332216 P316
-124.086 41.5591332252 P316
-123.372 39.4523696612 P318
-123.372 39.4523696769 P318
-123.372 39.4523696756 P318
-123.372 39.4523696911 P318
-122.963 39.8457475036 P323
-123.883 41.1516702703 P325
-123.883 41.1516702731 P325
-123.883 41.1516702548 P325
-123.883 41.1516702452 P325
-123.883 41.1516703074 P325
-123.324 40.7329145484 P331
-123.324 40.7329145448 P331
-123.324 40.7329145399 P331
-123.324 40.7329146173 P331
-123.175 40.5466505624 P332
-123.175 40.5466505570 P332
-123.175 40.5466505838 P332
-123.175 40.5466505644 P332
-122.43 39.5280801877 P336
-122.43 39.5280801874 P336
-122.43 39.5280802113 P336
-122.923 40.7475530962 P338
-122.923 40.7475530976 P338
-122.923 40.7475530856 P338
-122.923 40.7475531220 P338
-122.668 40.0341107965 P339
-122.668 40.0341107913 P339
-122.668 40.0341108328 P339
-123.05 39.4093389482 P340
-123.05 39.4093390402 P340
-123.05 39.4093391869 P340
-122.607 40.6506563345 P341
-122.607 40.6506563257 P341
-122.607 40.6506563469 P341
-123.334 40.8871283251 P343
-123.334 40.8871283135 P343
-123.334 40.8871283100 P343
-123.334 40.8871283217 P343
-122.028 39.9291232407 P344
-122.028 39.9291232408 P344
-122.028 39.9291232733 P344
-122.271 40.2712345361 P345
-122.271 40.2712345302 P345
-122.271 40.2712345191 P345
-122.271 40.2712346155 P345
-120.867 39.7947100175 P346
-120.867 39.7947100281 P346
-120.948 41.1833433394 P347
-120.948 41.1833433384 P347
-120.948 41.1833433638 P347
-114.719 43.8744144993 P351
-114.719 43.8744145017 P351
-114.719 43.8744145225 P351
-113.979 44.0545383543 P353
-113.979 44.1085111084 P354
-110.489 43.8166367810 P356
-110.489 43.8166368285 P356
-113.241 44.4018969563 P358
-113.241 44.4018969889 P358
-111.451 44.3178511895 P360
-111.451 44.3178512409 P360
-111.44 44.5603477435 P361
-111.44 44.5603478211 P361
-111.44 44.5603477511 P361
-111.44 44.5603477001 P361
-111.44 44.5603477048 P361
-111.44 44.5603476968 P361
-124.226 42.2091042063 P362
-124.226 42.2091041770 P362
-124.226 42.2091041627 P362
-123.383 42.5035247145 P368
-123.383 42.5035246937 P368
-123.383 42.5035246882 P368
-123.058 43.3632736750 P371
-123.058 43.3632736622 P371
-123.058 43.3632736904 P371
-123.333 43.6225191632 P373
-123.333 43.6225191588 P373
-123.333 43.6225191664 P373
-123.333 43.6225191529 P373
-123.333 43.6225191790 P373
-123.102 44.9412028636 P376
-123.102 44.9412028599 P376
-123.102 44.9412028304 P376
-122.887 44.0521187297 P377
-122.887 44.0521187633 P377
-122.931 44.5349825145 P378
-122.931 44.5349825257 P378
-121.78 42.2596703921 P380
-121.78 42.2596704122 P380
-121.78 42.2596704039 P380
-121.78 42.2596703630 P380
-119.952 43.0017766334 P381
-119.952 43.0017766179 P381
-120.378 42.4687795347 P388
-120.378 42.4687795868 P388
-120.603 43.8119923062 P389
-120.603 43.8119923546 P389
-123.823 45.3095135492 P396
-123.823 45.3095135322 P396
-123.799 46.4216193281 P397
-123.799 46.4216193359 P397
-123.799 46.4216193695 P397
-123.916 46.9257849185 P398
-123.916 46.9257849333 P398
-123.613 47.4339198908 P399
-123.613 47.4339198996 P399
-124.557 47.9371879234 P401
-124.557 47.9371879382 P401
-124.306 47.7662214680 P402
-124.306 47.7662214328 P402
-124.306 47.7662214828 P402
-124.141 48.0623220191 P403
-124.141 48.0623220140 P403
-123.39 45.1585339278 P404
-123.39 45.1585339629 P404
-123.644 45.6293271563 P405
-123.644 45.6293271724 P405
-123.157 45.5379929137 P411
-123.157 45.5379929303 P411
-123.157 45.5379929378 P411
-123.408 47.2366451383 P418
-123.408 47.2366451730 P418
-123.367 47.4092987347 P419
-123.367 47.4092987838 P419
-122.845 46.4526939972 P425
-122.845 46.4526940027 P425
-123.134 48.0453024349 P436
-123.134 48.0453024681 P436
-122.459 48.0018093882 P437
-122.459 48.0018094044 P437
-122.67 48.4191477616 P438
-122.67 48.4191477531 P438
-122.909 48.7081923717 P439
-122.909 48.7081923902 P439
-122.893 46.1156623411 P446
-122.893 46.1156623627 P446
-119.69 45.4528211549 P447
-119.69 45.4528211771 P447
-120.005 45.9105783995 P448
-119.544 45.9533348736 P450
-112.729 44.4855679047 P455
-112.729 44.4855679109 P455
-111.302 44.7656874492 P458
-111.302 44.7656874726 P458
-110.759 45.3542497922 P461
-110.759 45.3542498244 P461
-116.629 36.0713164621 P462
-116.629 36.0713164546 P462
-116.629 36.0713164657 P462
-116.629 36.0713164654 P462
-116.629 36.0713164568 P462
-117.165 36.0224655448 P463
-117.165 36.0224655427 P463
-117.165 36.0224655198 P463
-117.165 36.0224653097 P463
-117.41 36.1590462634 P464
-117.41 36.1590462565 P464
-117.41 36.1590462341 P464
-117.41 36.1590461411 P464
-117.41 36.1590453212 P464
-118.132 36.4668341742 P465
-118.132 36.4668341511 P465
-118.132 36.4668340459 P465
-118.132 36.4668340554 P465
-117.789 36.5312494480 P466
-117.789 36.5312494132 P466
-117.789 36.5312494037 P466
-117.789 36.5312493798 P466
-117.789 36.5312491538 P466
-117.789 36.5312491402 P466
-118.091 36.5702021273 P467
-118.091 36.5702021023 P467
-118.091 36.5702021032 P467
-118.091 36.5702021260 P467
-118.091 36.5702020287 P467
-118.091 36.5702020198 P467
-118.118 36.9756822932 P468
-118.118 36.9756822918 P468
-118.118 36.9756822367 P468
-117.936 37.2314249827 P469
-117.936 37.2314249715 P469
-117.936 37.2314249144 P469
-117.394 34.4624046765 P470
-117.394 34.4624046616 P470
-117.394 34.4624047307 P470
-117.541 33.5621256095 P471
-117.541 33.5621256023 P471
-117.541 33.5621256170 P471
-117.541 33.5621256418 P471
-117.105 32.8892097582 P472
-117.105 32.8892097640 P472
-117.105 32.8892097789 P472
-116.95 32.7337766961 P473
-116.95 32.7337767050 P473
-116.95 32.7337767491 P473
-117.249 33.3551932483 P474
-117.249 33.3551932525 P474
-117.249 33.3551933314 P474
-117.244 32.6663965932 P475
-117.244 32.6663965993 P475
-117.244 32.6663965982 P475
-117.072 33.2357148506 P478
-117.072 33.2357148413 P478
-117.072 33.2357148832 P478
-116.349 32.9759962191 P480
-116.349 32.9759961978 P480
-116.349 32.9759962171 P480
-116.349 32.9759962197 P480
-116.671 33.2401796098 P482
-116.671 33.2401795978 P482
-116.671 33.2401795566 P482
-116.569 33.0591642745 P483
-116.569 33.0591642790 P483
-116.569 33.0591642382 P483
-116.409 33.2102123094 P485
-116.409 33.2102123216 P485
-116.409 33.2102122894 P485
-116.409 33.2102123141 P485
-116.322 33.2601915376 P486
-116.322 33.2601914993 P486
-116.322 33.2601914905 P486
-115.825 32.9547037525 P493
-115.825 32.9547033742 P493
-115.825 32.9547033800 P493
-115.825 32.9547033665 P493
-115.825 32.9547033748 P493
-115.825 32.9547033634 P493
-115.732 32.7596562101 P494
-115.732 32.7596543828 P494
-115.732 32.7596542539 P494
-115.732 32.7596541586 P494
-115.732 32.7596540595 P494
-115.596 32.7506271914 P496
-115.596 32.7506256000 P496
-115.596 32.7506254365 P496
-115.596 32.7506252977 P496
-115.57 32.8984298555 P498
-115.57 32.8984292809 P498
-115.57 32.8984293366 P498
-115.57 32.8984294964 P498
-115.57 32.8984294633 P498
-115.3 32.6900453415 P500
-115.3 32.6900453366 P500
-115.3 32.6900448341 P500
-115.3 32.6900448123 P500
-115.3 32.6900448055 P500
-115.422 32.9824519283 P502
-115.422 32.9824516285 P502
-115.422 32.9824516953 P502
-115.422 32.9824516453 P502
-115.766 33.5164105819 P504
-115.766 33.5164104778 P504
-115.766 33.5164104645 P504
-115.612 33.1999766723 P507
-115.612 33.1999765049 P507
-115.612 33.1999764772 P507
-115.429 33.2477805004 P508
-115.429 33.2477803263 P508
-115.429 33.2477802933 P508
-115.429 33.2477802839 P508
-115.429 33.2477802909 P508
-115.294 32.8906630367 P509
-115.294 32.8906627297 P509
-115.294 32.8906626978 P509
-115.294 32.8906627036 P509
-115.343 33.1435747862 P510
-115.343 33.1435746150 P510
-115.343 33.1435745873 P510
-120.65 34.9072639371 P513
-120.65 34.9072639560 P513
-120.65 34.9072639481 P513
-120.41 35.0107155218 P514
-120.41 35.0107155291 P514
-120.41 35.0107155555 P514
-120.41 35.0107155175 P514
-120.383 35.1062016836 P516
-120.383 35.1062017007 P516
-120.383 35.1062017150 P516
-118.178 34.3763664500 P517
-118.178 34.3763664381 P517
-118.178 34.3763664846 P517
-118.178 34.3763664480 P517
-120.075 35.0200343179 P518
-120.075 35.0200342805 P518
-120.075 35.0200342950 P518
-119.792 34.5078122449 P519
-119.792 34.5078122380 P519
-119.792 34.5078122688 P519
-119.792 34.5078122688 P519
-119.616 34.6304847036 P520
-119.616 34.6304847068 P520
-119.616 34.6304847208 P520
-119.815 34.8885683491 P521
-119.815 34.8885683324 P521
-119.815 34.8885683418 P521
-119.536 35.0866121383 P522
-119.536 35.0866121314 P522
-119.536 35.0866121229 P522
-119.536 35.0866121251 P522
-120.87 35.6359753469 P526
-120.87 35.6359753787 P526
-120.87 35.6359753159 P526
-120.354 35.4404522614 P529
-120.354 35.4404522822 P529
-120.354 35.4404522818 P529
-120.354 35.4404522347 P529
-120.354 35.4404522692 P529
-120.267 35.6338118502 P532
-120.267 35.6338118494 P532
-120.267 35.6338118392 P532
-120.267 35.6338118438 P532
-120.101 35.2351281107 P535
-120.101 35.2351281085 P535
-120.101 35.2351281130 P535
-120.025 35.2797684356 P536
-120.025 35.2797684374 P536
-120.025 35.2797684432 P536
-119.935 35.3167966058 P537
-119.935 35.3167966051 P537
-119.935 35.3167966603 P537
-119.935 35.3167966600 P537
-120.113 35.5341741759 P538
-120.113 35.5341742015 P538
-120.113 35.5341742179 P538
-120.113 35.5341742213 P538
-120.182 35.7026740381 P539
-120.182 35.7026740275 P539
-120.182 35.7026740532 P539
-120.182 35.7026740561 P539
-120.131 35.8012796870 P540
-120.131 35.8012796727 P540
-120.131 35.8012796754 P540
-120.001 35.6867319318 P541
-120.001 35.6867319207 P541
-120.001 35.6867319393 P541
-120.001 35.6867319365 P541
-120.293 35.6889109334 P542
-120.293 35.6889109224 P542
-120.293 35.6889109294 P542
-119.713 35.3189928492 P543
-119.713 35.3189928510 P543
-119.713 35.3189928084 P543
-119.713 35.3189927954 P543
-119.738 35.7312682690 P544
-119.738 35.7312682540 P544
-119.738 35.7312682536 P544
-119.738 35.7312682525 P544
-119.536 35.4998424540 P545
-119.536 35.4998424544 P545
-119.536 35.4998424454 P545
-120.155 35.9279042349 P546
-120.155 35.9279042228 P546
-120.155 35.9279042220 P546
-119.909 35.9347038394 P547
-119.909 35.9347038524 P547
-119.909 35.9347038453 P547
-119.909 35.9347038380 P547
-119.504 34.4668073679 P548
-119.504 34.4668073875 P548
-119.504 34.4668073907 P548
-119.115 34.6600838900 P550
-119.115 34.6600838891 P550
-119.115 34.6600839032 P550
-119.155 34.8561993803 P551
-119.155 34.8561993780 P551
-119.155 34.8561993956 P551
-120.245 35.6867262625 P552
-120.245 35.6867262644 P552
-120.245 35.6867262664 P552
-118.879 34.8350945262 P553
-118.879 34.8350945171 P553
-118.879 34.8350945416 P553
-118.879 34.8350945448 P553
-118.848 34.7922974565 P554
-118.848 34.7922974634 P554
-118.848 34.7922974915 P554
-118.669 34.6949911641 P555
-118.669 34.6949911652 P555
-118.669 34.6949912239 P555
-118.669 34.6949912539 P555
-118.545 34.7711089754 P556
-118.545 34.7711089070 P556
-118.545 34.7711089406 P556
-118.656 34.9443852499 P557
-118.656 34.9443852416 P557
-118.656 34.9443852579 P557
-118.612 35.1386057800 P558
-118.612 35.1386057746 P558
-118.612 35.1386057607 P558
-118.612 35.1386057844 P558
-118.541 34.8218112891 P560
-118.541 34.8218112845 P560
-118.541 34.8218113226 P560
-118.399 34.6184598063 P561
-118.399 34.6184598334 P561
-118.399 34.6184598724 P561
-118.189 34.9821331991 P562
-118.189 34.9821331916 P562
-119.421 35.4186695745 P563
-119.421 35.4186695755 P563
-119.421 35.4186695630 P563
-119.349 35.6229116774 P564
-119.349 35.6229116399 P564
-119.349 35.6229116061 P564
-119.237 35.7438938751 P565
-119.237 35.7438938717 P565
-119.237 35.7438939069 P565
-119.229 36.3244547490 P566
-119.229 36.3244547512 P566
-119.229 36.3244547265 P566
-119.229 36.3244547283 P566
-118.754 35.4209466643 P567
-118.754 35.4209466918 P567
-118.754 35.4209467192 P567
-118.754 35.4209466707 P567
-118.754 35.4209466634 P567
-118.127 35.2543074633 P568
-118.127 35.2543074625 P568
-118.127 35.2543074797 P568
-118.127 35.2543075768 P568
-118.124 35.3779688673 P569
-118.124 35.3779688667 P569
-118.124 35.3779688796 P569
-118.124 35.3779689580 P569
-118.26 35.6673483995 P570
-118.26 35.6673484006 P570
-118.26 35.6673483984 P570
-118.26 35.6673483968 P570
-118.767 36.2313658970 P571
-118.767 36.2313658958 P571
-118.767 36.2313659164 P571
-118.955 36.5855161532 P572
-118.955 36.5855161515 P572
-118.955 36.5855161280 P572
-118.955 36.5855161314 P572
-118.26 36.0930946673 P573
-118.26 36.0930946630 P573
-118.26 36.0930946697 P573
-118.26 36.0930947385 P573
-117.634 34.2867701045 P574
-117.634 34.2867700969 P574
-117.634 34.2867701165 P574
-117.634 34.2867701770 P574
-117.542 34.2155132019 P575
-117.542 34.2155131110 P575
-117.542 34.2155131423 P575
-117.319 34.3046048818 P577
-117.319 34.3046048589 P577
-117.319 34.3046049093 P577
-120.239 35.6943317312 P578
-120.239 35.6943317591 P578
-120.239 35.6943317594 P578
-120.239 35.6943317615 P578
-118.006 35.0387627106 P579
-118.006 35.0387627057 P579
-118.006 35.0387627259 P579
-118.006 35.0387628715 P579
-117.192 35.6209476194 P580
-117.192 35.6209476110 P580
-117.192 35.6209475889 P580
-117.192 35.6209473848 P580
-117.729 34.5097393129 P581
-117.729 34.5097393068 P581
-117.729 34.5097393872 P581
-117.549 34.6342590668 P582
-117.549 34.6342590514 P582
-117.549 34.6342591563 P582
-117.543 34.9870037477 P583
-117.543 34.9870037356 P583
-117.543 34.9870037870 P583
-117.543 34.9870040107 P583
-116.952 33.8926028156 P584
-116.952 33.8926028125 P584
-116.952 33.8926028377 P584
-116.546 34.0193482372 P585
-116.546 34.0193481966 P585
-116.546 34.0193482047 P585
-117.281 34.5348435098 P586
-117.281 34.5348434910 P586
-117.281 34.5348435658 P586
-118.031 34.3322340036 P587
-118.031 34.3322339896 P587
-118.031 34.3322340119 P587
-118.031 34.3322340705 P587
-117.268 34.7854372974 P588
-117.268 34.7854372701 P588
-117.268 34.7854372599 P588
-117.268 34.7854372803 P588
-117.268 34.7854373993 P588
-117.11 34.6206670208 P589
-117.11 34.6206670013 P589
-117.11 34.6206670725 P589
-117.365 35.1167774679 P590
-117.365 35.1167774607 P590
-117.365 35.1167774476 P590
-117.365 35.1167774605 P590
-117.365 35.1167775125 P590
-117.365 35.1167778064 P590
-118.016 35.1524250245 P591
-118.016 35.1524250180 P591
-118.016 35.1524250462 P591
-118.016 35.1524251967 P591
-117.303 35.2385518290 P592
-117.303 35.2385518188 P592
-117.303 35.2385518747 P592
-117.303 35.2385522205 P592
-117.205 35.3878700470 P593
-117.205 35.3878700391 P593
-117.205 35.3878700618 P593
-117.205 35.3878702059 P593
-117.39 35.8967113827 P594
-117.39 35.8967113724 P594
-117.39 35.8967111422 P594
-117.39 35.8967100296 P594
-117.403 35.6975598327 P595
-117.403 35.6975598242 P595
-117.403 35.6975598657 P595
-117.403 35.6975575986 P595
-116.89 35.9981775462 P596
-116.89 35.9981775415 P596
-116.89 35.9981775412 P596
-116.89 35.9981775418 P596
-116.888 35.7105996581 P597
-116.888 35.7105996414 P597
-116.888 35.7105996336 P597
-116.888 35.7105996418 P597
